
#####################################################################################################
###################################MATCHES###########################################################
#####################################################################################################
366 - 369, <Org>
'639916 - 639932, <Org> : « ФедералПресс »' == '<NULL>'
'641791 - 641823, <Org> : ОАО "Российские железные дороги"' == '<NULL>'
'643362 - 643384, <Org> : Лицензионной палаты РК' == '<NULL>'
'644733 - 644774, <Org> : Сыктывкарский государственный университет' == '<NULL>'
'645518 - 645525, <Org> : РОСНАНО' == '<NULL>'
'646014 - 646021, <Org> : РОСНАНО' == '<NULL>'
'647160 - 647167, <Org> : РОСНАНО' == '<NULL>'
'649884 - 649894, <Org> : Роснанотех' == '<NULL>'
'649910 - 649937, <Org> : нанотехнологического центра' == '<NULL>'
'650293 - 650305, <Org> : Геологонеруд' == '<NULL>'
'650307 - 650311, <Org> : ИОФХ' == '<NULL>'
'650313 - 650337, <Org> : Татнефтехиминвестхолдинг' == '<NULL>'
'650339 - 650392, <Org> : Академия народного хозяйства при правительстве России' == '650386 - 650392, <Location> : России'
'650428 - 650440, <Org> : компания СТП' == '<NULL>'
'650513 - 650516, <Org> : КГУ' == '<NULL>'
'650518 - 650529, <Org> : технический' == '<NULL>'
'650531 - 650546, <Org> : технологический' == '<NULL>'
'651073 - 651080, <Org> : РОСНАНО' == '<NULL>'
'651271 - 651278, <Org> : РОСНАНО' == '<NULL>'
'651562 - 651569, <Org> : РОСНАНО' == '<NULL>'
'651913 - 651923, <Org> : технопарка' == '<NULL>'
'652213 - 652223, <Org> : технопарка' == '<NULL>'
'655453 - 655461, <Org> : IFX-News' == '<NULL>'
'655852 - 655856, <Org> : ЕБРР' == '<NULL>'
'656102 - 656106, <Org> : ЕБРР' == '<NULL>'
'656255 - 656259, <Org> : ЕБРР' == '<NULL>'
'657981 - 658010, <Org> : социологической службы СomRes' == '<NULL>'
'658254 - 658264, <Org> : Ipsos MORI' == '<NULL>'
'658662 - 658674, <Org> : «Ведомостям»' == '<NULL>'
'664042 - 664048, <Org> : Кремль' == '<NULL>'
'666616 - 666623, <Org> : "ЮКОСу"' == '<NULL>'
'666805 - 666811, <Org> : Кремль' == '<NULL>'
'667161 - 667167, <Org> : Кремля' == '<NULL>'
'668048 - 668054, <Org> : Кремля' == '<NULL>'
'668433 - 668453, <Org> : института Президента' == '<NULL>'
'670485 - 670513, <Org> : Ленинский районный суд Перми' == '<NULL>'
'670567 - 670588, <Org> : клубе "Хромая лошадь"' == '<NULL>'
'675667 - 675692, <Org> : Центрального Банка России' == '675686 - 675692, <Location> : России'
'679939 - 679944, <Org> : ФСТЭК' == '<NULL>'
'680531 - 680536, <Org> : ФСТЭК' == '<NULL>'
'681933 - 681945, <Org> : Роскомнадзор' == '<NULL>'
'683418 - 683430, <Org> : Роскомнадзор' == '<NULL>'
'683872 - 683884, <Org> : Роскомнадзор' == '<NULL>'
'684140 - 684152, <Org> : Роскомнадзор' == '<NULL>'
'685963 - 685988, <Org> : Центрального Банка России' == '685982 - 685988, <Location> : России'
'687806 - 687815, <Org> : Минэнерго' == '<NULL>'
'688638 - 688645, <Org> : Госдумы' == '688630 - 688645, <Person> : Депутат Госдумы'
'689196 - 689211, <Org> : "Единой России"' == '689204 - 689210, <Location> : России'
'689324 - 689339, <Org> : Роспотребнадзор' == '<NULL>'
'689902 - 689908, <Org> : райсуд' == '<NULL>'
'689975 - 690032, <Org> : международного религиозного объединения "Таблиги Джамаат"' == '<NULL>'
'690350 - 690364, <Org> : "Почта России"' == '690357 - 690363, <Location> : России'
'691244 - 691252, <Org> : Фонд ЖКХ' == '<NULL>'
'693099 - 693117, <Org> : Соломбальского ЦБК' == '<NULL>'
'694603 - 694623, <Org> : Парламент Ленобласти' == '<NULL>'
'696067 - 696075, <Org> : Интерпол' == '<NULL>'
'696629 - 696666, <Org> : Народное собрание Республики Дагестан' == '696658 - 696666, <Location> : Дагестан'
'698282 - 698297, <Org> : Парламент Чечни' == '698292 - 698297, <Location> : Чечни'
'698612 - 698641, <Org> : Совет по развитию образования' == '<NULL>'
'699076 - 699083, <Org> : Гордумы' == '<NULL>'
'699931 - 699943, <Org> : ГСК "Югория"' == '<NULL>'
'699946 - 699970, <Org> : Ипотечное агентство Югры' == '<NULL>'
'700036 - 700048, <Org> : ГСК "Югория"' == '<NULL>'
'700292 - 700336, <Org> : Международный научный центр изучения Арктики' == '700329 - 700336, <Location> : Арктики'
'700613 - 700629, <Org> : Совете Федерации' == '<NULL>'
'700880 - 700903, <Org> : Центр космических услуг' == '<NULL>'
'702277 - 702284, <Org> : Роснано' == '<NULL>'
'702521 - 702532, <Org> : ООО "ЯрАБЗ"' == '<NULL>'
'704431 - 704451, <Org> : аэродроме "Северный"' == '<NULL>'
'705428 - 705449, <Org> : Прокуратура Ярославля' == '<NULL>'
'705461 - 705466, <Org> : мэрии' == '<NULL>'
'706898 - 706904, <Org> : Югория' == '<NULL>'
'706897 - 706905, <Org> : "Югория"' == '<NULL>'
'706893 - 706905, <Org> : ГСК "Югория"' == '<NULL>'
'706908 - 706932, <Org> : Ипотечное агентство Югры' == '<NULL>'
'707003 - 707009, <Org> : Югория' == '<NULL>'
'707002 - 707010, <Org> : "Югория"' == '<NULL>'
'706998 - 707010, <Org> : ГСК "Югория"' == '<NULL>'
'707058 - 707066, <Org> : компаний' == '<NULL>'
'707520 - 707527, <Org> : Русагро' == '<NULL>'
'707519 - 707528, <Org> : "Русагро"' == '<NULL>'
'707510 - 707528, <Org> : компании "Русагро"' == '<NULL>'
'707575 - 707591, <Org> : Совете Федерации' == '<NULL>'
'707673 - 707689, <Org> : белгородские СМИ' == '<NULL>'
'707842 - 707865, <Org> : Центр космических услуг' == '<NULL>'
'707867 - 707872, <Org> : Центр' == '<NULL>'
'708032 - 708035, <Org> : ЦКУ' == '<NULL>'
'708530 - 708555, <Org> : Домостроительный комбинат' == '<NULL>'
'708529 - 708556, <Org> : "Домостроительный комбинат"' == '<NULL>'
'708525 - 708556, <Org> : ОАО "Домостроительный комбинат"' == '<NULL>'
'708507 - 708556, <Org> : Совета директоров ОАО "Домостроительный комбинат"' == '<NULL>'
'708621 - 708634, <Org> : Единой России' == '708628 - 708634, <Location> : России'
'708620 - 708635, <Org> : "Единой России"' == '708628 - 708634, <Location> : России'
'708609 - 708635, <Org> : генсоветом "Единой России"' == '708628 - 708634, <Location> : России'
'708659 - 708693, <Org> : Ивановском областном правительстве' == '<NULL>'
'708852 - 708868, <Org> : облправительства' == '<NULL>'
'708808 - 708868, <Org> : комплекс строительства и природных ресурсов облправительства' == '<NULL>'
'709007 - 709036, <Org> : предприятий Калужской области' == '<NULL>'
'709239 - 709246, <Org> : Роснано' == '<NULL>'
'709331 - 709350, <Org> : прокуратура области' == '<NULL>'
'709462 - 709467, <Org> : мэрии' == '<NULL>'
'709470 - 709480, <Org> : подрядчика' == '<NULL>'
'709488 - 709493, <Org> : ЯрАБЗ' == '<NULL>'
'709487 - 709494, <Org> : "ЯрАБЗ"' == '<NULL>'
'709483 - 709494, <Org> : ООО "ЯрАБЗ"' == '<NULL>'
'709673 - 709690, <Org> : Минрегионразвития' == '<NULL>'
'709889 - 709906, <Org> : Липецкий аэропорт' == '<NULL>'
'709979 - 709996, <Org> : аэропорта Липецка' == '<NULL>'
'710287 - 710296, <Org> : аэропорта' == '<NULL>'
'710417 - 710434, <Org> : Химкинской правды' == '<NULL>'
'710416 - 710435, <Org> : "Химкинской правды"' == '<NULL>'
'710694 - 710698, <Org> : УФСБ' == '<NULL>'
'710793 - 710803, <Org> : структурах' == '<NULL>'
'711145 - 711157, <Org> : полигона ТБО' == '<NULL>'
'711166 - 711189, <Org> : Региональные инвестиции' == '<NULL>'
'711165 - 711190, <Org> : "Региональные инвестиции"' == '<NULL>'
'711158 - 711190, <Org> : фирмой "Региональные инвестиции"' == '<NULL>'
'711217 - 711243, <Org> : муниципальным предприятием' == '<NULL>'
'711404 - 711412, <Org> : Северный' == '<NULL>'
'711403 - 711413, <Org> : "Северный"' == '<NULL>'
'711393 - 711413, <Org> : аэродроме "Северный"' == '<NULL>'
'712390 - 712411, <Org> : Прокуратура Ярославля' == '<NULL>'
'712423 - 712428, <Org> : мэрии' == '<NULL>'
'712472 - 712489, <Org> : Яргорэлектротранс' == '<NULL>'
'712471 - 712490, <Org> : "Яргорэлектротранс"' == '<NULL>'
'712467 - 712490, <Org> : ОАО "Яргорэлектротранс"' == '<NULL>'
'712521 - 712532, <Org> : прокуратуры' == '<NULL>'
'712586 - 712598, <Org> : работодателя' == '<NULL>'
'712601 - 712605, <Org> : УФАС' == '<NULL>'
'712633 - 712643, <Org> : учреждении' == '<NULL>'
'712744 - 712762, <Org> : руководства страны' == '<NULL>'
'713696 - 713703, <Org> : полиции' == '<NULL>'
'713768 - 713789, <Org> : Крымском краевом суде' == '<NULL>'
'714100 - 714104, <Org> : ЧОПа' == '<NULL>'
'714444 - 714453, <Org> : ИА REGNUM' == '<NULL>'
'714465 - 714495, <Org> : правительстве Республики Алтай' == '<NULL>'
'715292 - 715301, <Org> : ИА REGNUM' == '<NULL>'
'715836 - 715870, <Org> : правительства Российской Федерации' == '<NULL>'
'716113 - 716129, <Org> : Черноморнефтегаз' == '<NULL>'
'716112 - 716130, <Org> : «Черноморнефтегаз»' == '<NULL>'
'716103 - 716130, <Org> : компанию «Черноморнефтегаз»' == '<NULL>'
'716213 - 716247, <Org> : Европейский суд по правам человека' == '<NULL>'
'716249 - 716253, <Org> : ЕСПЧ' == '<NULL>'
'716372 - 716386, <Org> : Верховной рады' == '<NULL>'
'716664 - 716688, <Org> : правительственный портал' == '<NULL>'
'716748 - 716779, <Org> : Генеральная прокуратура Украины' == '716772 - 716779, <Location> : Украины'
'716912 - 716936, <Org> : украинское правительство' == '<NULL>'
'717059 - 717072, <Org> : правительства' == '<NULL>'
'717120 - 717136, <Org> : Черноморнефтегаз' == '<NULL>'
'717119 - 717137, <Org> : «Черноморнефтегаз»' == '<NULL>'
'717110 - 717137, <Org> : компанию «Черноморнефтегаз»' == '<NULL>'
'718517 - 718542, <Org> : Фонд эффективной политики' == '<NULL>'
'718697 - 718702, <Org> : фонда' == '<NULL>'
'719291 - 719298, <Org> : Эксперт' == '<NULL>'
'719290 - 719299, <Org> : "Эксперт"' == '<NULL>'
'719313 - 719324, <Org> : Коммерсантъ' == '<NULL>'
'719312 - 719325, <Org> : "Коммерсантъ"' == '<NULL>'
'719328 - 719337, <Org> : Газета.ru' == '<NULL>'
'719327 - 719338, <Org> : "Газета.ru"' == '<NULL>'
'719340 - 719348, <Org> : EuroNews' == '<NULL>'
'719350 - 719353, <Org> : РБК' == '<NULL>'
'719356 - 719366, <Org> : Эхо Москвы' == '719360 - 719366, <Location> : Москвы'
'719355 - 719367, <Org> : "Эхо Москвы"' == '719360 - 719366, <Location> : Москвы'
'721832 - 721845, <Org> : правительства' == '<NULL>'
'723300 - 723307, <Org> : Эксперт' == '<NULL>'
'723299 - 723308, <Org> : "Эксперт"' == '<NULL>'
'723504 - 723513, <Org> : ИА REGNUM' == '<NULL>'
'723516 - 723537, <Org> : правительстве региона' == '<NULL>'
'724088 - 724118, <Org> : Правительство Республики Алтай' == '<NULL>'
'724244 - 724253, <Org> : ИА REGNUM' == '<NULL>'
'724549 - 724559, <Org> : ПРАЙМ-ТАСС' == '<NULL>'
'724843 - 724862, <Org> : молочного комбината' == '<NULL>'
'724898 - 724903, <Org> : Завод' == '<NULL>'
'724944 - 724953, <Org> : Tetra Pak' == '<NULL>'
'725036 - 725050, <Org> : молококомбинат' == '<NULL>'
'725099 - 725110, <Org> : предприятие' == '<NULL>'
'725222 - 725239, <Org> : Молочный комбинат' == '<NULL>'
'725484 - 725496, <Org> : молокозаводы' == '<NULL>'
'725615 - 725625, <Org> : Прайм-Тасс' == '<NULL>'
'726638 - 726662, <Org> : Хамовнический суд Москвы' == '726656 - 726662, <Location> : Москвы'
'726836 - 726840, <Org> : суда' == '<NULL>'
'727198 - 727202, <Org> : суде' == '<NULL>'
'727268 - 727271, <Org> : суд' == '<NULL>'
'727399 - 727404, <Org> : ГИБДД' == '<NULL>'
'727735 - 727754, <Org> : российскими банками' == '<NULL>'
'727885 - 727897, <Org> : Банка России' == '727891 - 727897, <Location> : России'
'727963 - 727971, <Org> : Сбербанк' == '<NULL>'
'727973 - 727979, <Org> : ВТБ 24' == '<NULL>'
'727981 - 727992, <Org> : DeltaCredit' == '<NULL>'
'727994 - 728008, <Org> : Москоммерцбанк' == '<NULL>'
'728011 - 728018, <Org> : УРАЛСИБ' == '<NULL>'
'728010 - 728019, <Org> : "УРАЛСИБ"' == '<NULL>'
'728196 - 728208, <Org> : Банка Москвы' == '728202 - 728208, <Location> : Москвы'
'728171 - 728208, <Org> : блока розничного бизнеса Банка Москвы' == '728202 - 728208, <Location> : Москвы'
'728617 - 728632, <Org> : Райффайзенбанка' == '<NULL>'
'728616 - 728633, <Org> : "Райффайзенбанка"' == '<NULL>'
'728703 - 728712, <Org> : партнеров' == '<NULL>'
'728757 - 728762, <Org> : банке' == '<NULL>'
'728939 - 728951, <Org> : РосЕвроБанка' == '<NULL>'
'728908 - 728951, <Org> : отдела ипотечного кредитования РосЕвроБанка' == '<NULL>'
'729421 - 729431, <Org> : РБК.Кредит' == '<NULL>'
'729420 - 729432, <Org> : "РБК.Кредит"' == '<NULL>'
'729464 - 729476, <Org> : Фосборн Хоум' == '<NULL>'
'729463 - 729477, <Org> : "Фосборн Хоум"' == '<NULL>'
'729454 - 729477, <Org> : компании "Фосборн Хоум"' == '<NULL>'
'729536 - 729540, <Org> : банк' == '<NULL>'
'729644 - 729649, <Org> : банка' == '<NULL>'
'730494 - 730535, <Org> : Независимого бюро ипотечного кредитования' == '<NULL>'
'730474 - 730535, <Org> : департамента продаж Независимого бюро ипотечного кредитования' == '<NULL>'
'731314 - 731352, <Org> : Министерство регионального развития РФ' == '<NULL>'
'731423 - 731431, <Org> : Госстрой' == '<NULL>'
'731594 - 731610, <Org> : Совета Федерации' == '<NULL>'
'731694 - 731702, <Org> : Госстрою' == '<NULL>'
'732092 - 732102, <Org> : Минрегиону' == '<NULL>'
'732578 - 732595, <Org> : Счетной палаты РФ' == '<NULL>'
'732694 - 732700, <Org> : Палаты' == '<NULL>'
'732828 - 732976, <Org> : координационного совета правоохранительной системы по борьбе с коррупцией и наведению общего правопорядка во всех областях человеческой деятельности' == '<NULL>'
'733053 - 733064, <Org> : прокуратура' == '<NULL>'
'733186 - 733198, <Org> : прокуратурой' == '<NULL>'
'733288 - 733299, <Org> : прокуратуры' == '<NULL>'
'733697 - 733721, <Org> : Театре-студии киноактера' == '<NULL>'
'733842 - 733847, <Org> : театр' == '<NULL>'
'734449 - 734454, <Org> : театр' == '<NULL>'
'735221 - 735246, <Org> : комсомольской организации' == '<NULL>'
'735323 - 735341, <Org> : партизанский отряд' == '<NULL>'
'737679 - 737695, <Org> : Львовском театре' == '<NULL>'
'737668 - 737695, <Org> : студию при Львовском театре' == '<NULL>'
'737802 - 737806, <Org> : МХАТ' == '<NULL>'
'737789 - 737806, <Org> : Школу-студию МХАТ' == '<NULL>'
'739491 - 739497, <Org> : театре' == '<NULL>'
'741482 - 741495, <Org> : Малого театра' == '<NULL>'
'741476 - 741495, <Org> : школе Малого театра' == '<NULL>'
'741569 - 741574, <Org> : школы' == '<NULL>'
'742028 - 742034, <Org> : Ленком' == '<NULL>'
'742801 - 742818, <Org> : театра киноактера' == '<NULL>'
'743015 - 743020, <Org> : ВГИКа' == '<NULL>'
'743003 - 743020, <Org> : аспирантуре ВГИКа' == '<NULL>'
'743106 - 743112, <Org> : театра' == '<NULL>'
'743694 - 743703, <Org> : гостинице' == '<NULL>'
'743956 - 743961, <Org> : театр' == '<NULL>'
'747253 - 747259, <Org> : театре' == '<NULL>'
'747363 - 747369, <Org> : театре' == '<NULL>'
'749569 - 749586, <Org> : школу-студию МХАТ' == '<NULL>'
'749842 - 749847, <Org> : МХАТе' == '<NULL>'
'749957 - 749977, <Org> : театра Кости Райкина' == '<NULL>'
'750171 - 750176, <Org> : МХАТе' == '<NULL>'
'750209 - 750215, <Org> : театра' == '<NULL>'
'750536 - 750541, <Org> : МХАТе' == '<NULL>'
'750547 - 750553, <Org> : театре' == '<NULL>'
'752586 - 752591, <Org> : секту' == '<NULL>'
'752863 - 752872, <Org> : Доринвест' == '<NULL>'
'752862 - 752873, <Org> : "Доринвест"' == '<NULL>'
'752858 - 752873, <Org> : ГУП "Доринвест"' == '<NULL>'
'752875 - 752886, <Org> : предприятие' == '<NULL>'
'752899 - 752923, <Org> : подрядными организациями' == '<NULL>'
'753932 - 753943, <Org> : Autonews.ru' == '<NULL>'
'754302 - 754311, <Org> : ИА REGNUM' == '<NULL>'
'754378 - 754395, <Org> : русскоязычных СМИ' == '<NULL>'
'754469 - 754511, <Org> : общественных объединений соотечественников' == '<NULL>'
'754551 - 754573, <Org> : органов исполнительной' == '<NULL>'
'754576 - 754598, <Org> : законодательной власти' == '<NULL>'
'754981 - 755039, <Org> : Ленинградском государственном университете им. А.С.Пушкина' == '<NULL>'
'755181 - 755222, <Org> : Общественной палаты Ленинградской области' == '<NULL>'
'755245 - 755344, <Org> : департамента Управления Президента РФ по межрегиональным и культурным связям с зарубежными странами' == '<NULL>'
'755372 - 755432, <Org> : Ленинградского Государственного Университета им А.С. Пушкина' == '755365 - 755403, <Person> : ректор Ленинградского Государственного'
'756348 - 756360, <Org> : УФСИН России' == '756354 - 756360, <Location> : России'
'756511 - 756544, <Org> : Норвежским Хельсинкским комитетом' == '<NULL>'
'756781 - 756786, <Org> : УФСИН' == '<NULL>'
'756801 - 756812, <Org> : местных СМИ' == '<NULL>'
'756851 - 756879, <Org> : региональных интернет сайтах' == '<NULL>'
'756921 - 756924, <Org> : 7x7' == '<NULL>'
'756919 - 756926, <Org> : « 7x7 »' == '<NULL>'
'757224 - 757227, <Org> : СМИ' == '<NULL>'
'757363 - 757368, <Org> : УФСИН' == '<NULL>'
'757437 - 757449, <Org> : пресс-службы' == '<NULL>'
'757500 - 757508, <Org> : Мемориал' == '<NULL>'
'757499 - 757509, <Org> : «Мемориал»' == '<NULL>'
'757985 - 757988, <Org> : 7x7' == '<NULL>'
'757983 - 757990, <Org> : « 7x7 »' == '<NULL>'
'758078 - 758127, <Org> : Международная ассоциация журналистов Баренц Пресс' == '<NULL>'
'758181 - 758198, <Org> : СМИ Северо-Запада' == '<NULL>'
'758393 - 758397, <Org> : ФСИН' == '<NULL>'
'758495 - 758518, <Org> : пенитенциарных ведомств' == '<NULL>'
'758600 - 758603, <Org> : 7x7' == '<NULL>'
'758598 - 758605, <Org> : « 7x7 »' == '<NULL>'
'758892 - 758895, <Org> : Суд' == '<NULL>'
'759004 - 759038, <Org> : республиканского надзорного органа' == '<NULL>'
'759064 - 759094, <Org> : Верховном суде Республики Коми' == '<NULL>'
'759752 - 759755, <Org> : 7x7' == '<NULL>'
'759750 - 759757, <Org> : « 7x7 »' == '<NULL>'
'759905 - 759935, <Org> : Обнинского городского Собрания' == '<NULL>'
'760207 - 760227, <Org> : следственного отдела' == '<NULL>'
'760228 - 760230, <Org> : СО' == '<NULL>'
'760364 - 760366, <Org> : СО' == '<NULL>'
'760509 - 760528, <Org> : городского Собрания' == '<NULL>'
'760637 - 760646, <Org> : Frontline' == '<NULL>'
'760632 - 760646, <Org> : фонд Frontline' == '<NULL>'
'761130 - 761149, <Org> : следственном отделе' == '<NULL>'
'761313 - 761321, <Org> : обл.суде' == '<NULL>'
'761656 - 761658, <Org> : СО' == '<NULL>'
'761775 - 761778, <Org> : 7x7' == '<NULL>'
'761773 - 761780, <Org> : « 7x7 »' == '<NULL>'
'762119 - 762135, <Org> : Прокуратура Коми' == '<NULL>'
'762314 - 762317, <Org> : 7x7' == '<NULL>'
'762312 - 762319, <Org> : « 7x7 »' == '<NULL>'
'762295 - 762319, <Org> : интернет-журналу « 7x7 »' == '<NULL>'
'762411 - 762427, <Org> : Прокуратуры Коми' == '<NULL>'
'762748 - 762751, <Org> : 7x7' == '<NULL>'
'762746 - 762753, <Org> : « 7x7 »' == '<NULL>'
'763053 - 763056, <Org> : суд' == '<NULL>'
'763333 - 763367, <Org> : прокуратура Мари-Турекского района' == '<NULL>'
'763399 - 763433, <Org> : районном отделе судебных приставов' == '<NULL>'
'763657 - 763680, <Org> : Сернурский районный суд' == '<NULL>'
'763954 - 764014, <Org> : Управления Федеральной службы судебных приставов по Марий Эл' == '<NULL>'
'765880 - 765893, <Org> : метрополитене' == '<NULL>'
'766011 - 766024, <Org> : метрополитена' == '<NULL>'
'766516 - 766549, <Org> : учреждений культуры города Москвы' == '766543 - 766549, <Location> : Москвы'
'766714 - 766728, <Org> : доме инвалидов' == '<NULL>'
'767084 - 767138, <Org> : Департамента труда и занятости населения города Москвы' == '767132 - 767138, <Location> : Москвы'
'767229 - 767252, <Org> : Координационного совета' == '<NULL>'
'767403 - 767458, <Org> : Департаментом труда и занятости населения города Москвы' == '767452 - 767458, <Location> : Москвы'
'767489 - 767500, <Org> : ведомствами' == '<NULL>'
'767651 - 767669, <Org> : организаций города' == '<NULL>'
'767729 - 767748, <Org> : Центре квотирования' == '<NULL>'
'767728 - 767749, <Org> : «Центре квотирования»' == '<NULL>'
'767692 - 767749, <Org> : Государственном казенном учреждении «Центре квотирования»' == '<NULL>'
'767784 - 767796, <Org> : Департамента' == '<NULL>'
'767756 - 767796, <Org> : подведомственное учреждение Департамента' == '<NULL>'
'767874 - 767893, <Org> : организациях города' == '<NULL>'
'767990 - 768002, <Org> : организациях' == '<NULL>'
'768071 - 768083, <Org> : организациях' == '<NULL>'
'768104 - 768147, <Org> : органам исполнительной власти города Москвы' == '768141 - 768147, <Location> : Москвы'
'768087 - 768174, <Org> : подведомственные органам исполнительной власти города Москвы государственные учреждения' == '768141 - 768147, <Location> : Москвы'
'768252 - 768283, <Org> : первого Координационного совета' == '<NULL>'
'768365 - 768375, <Org> : учреждении' == '<NULL>'
'768501 - 768512, <Org> : учреждениях' == '<NULL>'
'768581 - 768600, <Org> : Центра квотирования' == '<NULL>'
'768580 - 768601, <Org> : «Центра квотирования»' == '<NULL>'
'768644 - 768655, <Org> : организаций' == '<NULL>'
'768804 - 768843, <Org> : Центр занятости населения города Москвы' == '768837 - 768843, <Location> : Москвы'
'768803 - 768844, <Org> : «Центр занятости населения города Москвы»' == '768837 - 768843, <Location> : Москвы'
'770372 - 770382, <Org> : ассоциации' == '<NULL>'
'770385 - 770405, <Org> : союзы производителей' == '<NULL>'
'770468 - 770478, <Org> : ассоциации' == '<NULL>'
'770502 - 770513, <Org> : предприятия' == '<NULL>'
'770952 - 770976, <Org> : ассоциации работодателей' == '<NULL>'
'771520 - 771533, <Org> : Департаментом' == '<NULL>'
'775398 - 775452, <Org> : Департамента труда и занятости населения города Москвы' == '775446 - 775452, <Location> : Москвы'
'775470 - 775525, <Org> : московских отделений общественных организаций инвалидов' == '<NULL>'
'775540 - 775572, <Org> : Всероссийской организации слепых' == '<NULL>'
'775574 - 775606, <Org> : Всероссийской организации глухих' == '<NULL>'
'775608 - 775643, <Org> : Всероссийской организации инвалидов' == '<NULL>'
'775709 - 775722, <Org> : организациями' == '<NULL>'
'775793 - 775822, <Org> : Всероссийское общество слепых' == '<NULL>'
'775781 - 775822, <Org> : организации Всероссийское общество слепых' == '<NULL>'
'776681 - 776721, <Org> : Центра занятости населения города Москвы' == '776715 - 776721, <Location> : Москвы'
'776658 - 776721, <Org> : отделы трудоустройства Центра занятости населения города Москвы' == '776715 - 776721, <Location> : Москвы'
'776723 - 776757, <Org> : общественных организаций инвалидов' == '<NULL>'
'776771 - 776823, <Org> : Департамента информационных технологий города Москвы' == '776817 - 776823, <Location> : Москвы'
'776759 - 776823, <Org> : call-центры Департамента информационных технологий города Москвы' == '776817 - 776823, <Location> : Москвы'
'777004 - 777057, <Org> : Департаментом информационных технологий города Москвы' == '777051 - 777057, <Location> : Москвы'
'777211 - 777223, <Org> : Департамента' == '<NULL>'
'777182 - 777223, <Org> : структурными подразделениями Департамента' == '<NULL>'
'778707 - 778780, <Org> : Государственного бюджетного учреждения Психоневрологический интернат № 30' == '778698 - 778723, <Person> : Директор Государственного'
'778894 - 778904, <Org> : учреждении' == '<NULL>'
'779002 - 779025, <Org> : Координационного совета' == '<NULL>'
'779050 - 779060, <Org> : учреждении' == '<NULL>'
'779157 - 779167, <Org> : учреждении' == '<NULL>'
'779204 - 779214, <Org> : учреждение' == '<NULL>'
'779388 - 779406, <Org> : организации города' == '<NULL>'
'779455 - 779482, <Org> : лечебно-трудовые мастерские' == '<NULL>'
'782731 - 782751, <Org> : Правительства Москвы' == '782745 - 782751, <Location> : Москвы'
'783347 - 783377, <Org> : Департаменте труда и занятости' == '<NULL>'
'783694 - 783721, <Org> : Департаменте промышленности' == '<NULL>'
'783850 - 783878, <Org> : Департаментом промышленности' == '<NULL>'
'784175 - 784200, <Org> : Департаментом образования' == '<NULL>'
'784408 - 784428, <Org> : Правительства Москвы' == '784422 - 784428, <Location> : Москвы'
'784403 - 784428, <Org> : Сайт Правительства Москвы' == '784422 - 784428, <Location> : Москвы'
'784522 - 784530, <Org> : Гажа Вöр' == '<NULL>'
'784521 - 784531, <Org> : «Гажа Вöр»' == '<NULL>'
'784502 - 784531, <Org> : туристической базе «Гажа Вöр»' == '<NULL>'
'785625 - 785634, <Org> : Диссернет' == '<NULL>'
'785624 - 785635, <Org> : «Диссернет»' == '<NULL>'
'785613 - 785635, <Org> : сообщества «Диссернет»' == '<NULL>'
'785653 - 785662, <Org> : Мемориала' == '<NULL>'
'785652 - 785663, <Org> : «Мемориала»' == '<NULL>'
'785637 - 785663, <Org> : Международного «Мемориала»' == '<NULL>'
'786192 - 786199, <Org> : турбазу' == '<NULL>'
'786704 - 786712, <Org> : Мемориал' == '<NULL>'
'786703 - 786713, <Org> : «Мемориал»' == '<NULL>'
'786675 - 786713, <Org> : Коми правозащитная комиссия «Мемориал»' == '<NULL>'
'786732 - 786735, <Org> : 7х7' == '<NULL>'
'786731 - 786736, <Org> : «7х7»' == '<NULL>'
'786715 - 786736, <Org> : интернет-журнал «7х7»' == '<NULL>'
'786751 - 786799, <Org> : Воронежского молодежного правозащитного движения' == '<NULL>'
'786819 - 786822, <Org> : 7x7' == '<NULL>'
'786817 - 786824, <Org> : « 7x7 »' == '<NULL>'
'786827 - 786830, <Org> : 7x7' == '<NULL>'
'786825 - 786832, <Org> : « 7x7 »' == '<NULL>'
'786873 - 786920, <Org> : Института биологии Коми научного центра УрО РАН' == '<NULL>'
'786927 - 787015, <Org> : рабочей группы по рассмотрению вопросов захоронения радиоактивных отходов поселка Водный' == '<NULL>'
'787390 - 787393, <Org> : 7x7' == '<NULL>'
'787388 - 787395, <Org> : « 7x7 »' == '<NULL>'
'787379 - 787395, <Org> : Редакция « 7x7 »' == '<NULL>'
'787629 - 787645, <Org> : интернет-журнала' == '<NULL>'
'787756 - 787847, <Org> : рабочей группы по.
рассмотрению вопросов захоронения радиоактивных отходов в поселке Водный' == '<NULL>'
'788006 - 788013, <Org> : Росатом' == '<NULL>'
'788005 - 788014, <Org> : «Росатом»' == '<NULL>'
'788943 - 788962, <Org> : инициативной группы' == '<NULL>'
'789898 - 789933, <Org> : комитет по гражданской безопасности' == '<NULL>'
'790171 - 790190, <Org> : инициативной группы' == '<NULL>'
'791267 - 791285, <Org> : Ухтажилстройпроект' == '<NULL>'
'791255 - 791285, <Org> : организации Ухтажилстройпроект' == '<NULL>'
'791902 - 791909, <Org> : Росатом' == '<NULL>'
'791901 - 791910, <Org> : «Росатом»' == '<NULL>'
'791984 - 791990, <Org> : заводы' == '<NULL>'
'793316 - 793406, <Org> : рабочей группы по рассмотрению вопросов захоронения радиоактивных отходов в поселке Водный' == '<NULL>'
