
#####################################################################################################
###################################MATCHES###########################################################
#####################################################################################################
201 - 215, <Person>
906546 - 906555, <Person>
906711 - 906721, <Location>
906813 - 906819, <Location>
906972 - 906976, <Location>
906979 - 906986, <Location>
907019 - 907027, <Person>
907290 - 907309, <Person>
907484 - 907509, <Person>
907624 - 907665, <Org>
909857 - 909867, <Location>
912482 - 912490, <Location>
912775 - 912785, <Org>
912831 - 912837, <Location>
913198 - 913202, <Org>
913204 - 913228, <Org>
913277 - 913283, <Location>
913230 - 913258, <Org>
913319 - 913331, <Org>
913404 - 913407, <Org>
915599 - 915623, <Person>
915726 - 915746, <Person>
915811 - 915823, <Person>
915837 - 915853, <Person>
915990 - 915997, <Person>
916319 - 916333, <Person>
916409 - 916418, <Person>
916574 - 916580, <Person>
916631 - 916638, <Person>
916702 - 916711, <Person>
916936 - 916943, <Person>
917108 - 917124, <Person>
917356 - 917361, <Person>
917366 - 917372, <Person>
917374 - 917391, <Person>
917602 - 917620, <Person>
917623 - 917653, <Person>
917674 - 917692, <Person>
918292 - 918314, <Person>
918453 - 918464, <Org>
918743 - 918747, <Org>
918867 - 918882, <Person>
918884 - 918889, <Person>
918912 - 918930, <Org>
918993 - 918997, <Org>
919146 - 919150, <Org>
921250 - 921283, <Person>
921416 - 921424, <Location>
921553 - 921565, <Org>
921566 - 921600, <Person>
921838 - 921850, <Person>
922160 - 922193, <Person>
923182 - 923198, <Person>
923270 - 923287, <Person>
923375 - 923410, <Person>
923462 - 923475, <Person>
923503 - 923516, <Person>
923586 - 923600, <Person>
923614 - 923635, <Person>
924229 - 924245, <Person>
924357 - 924365, <Person>
924832 - 924840, <Person>
924935 - 924942, <Person>
925202 - 925221, <Person>
925407 - 925415, <Person>
925454 - 925461, <Person>
925476 - 925481, <Person>
925831 - 925846, <Person>
925954 - 925971, <Person>
926399 - 926414, <Person>
926547 - 926555, <Person>
926677 - 926683, <Person>
926933 - 926939, <Org>
926940 - 926953, <Person>
927079 - 927116, <Person>
927194 - 927201, <Person>
927345 - 927356, <Person>
927358 - 927371, <Person>
927374 - 927390, <Person>
927718 - 927726, <Person>
928009 - 928025, <Person>
928028 - 928047, <Person>
928065 - 928082, <Person>
928311 - 928325, <Person>
928665 - 928680, <Org>
928690 - 928696, <Person>
928746 - 928762, <Person>
928807 - 928820, <Person>
928949 - 928966, <Person>
929008 - 929022, <Person>
929114 - 929123, <Person>
929142 - 929161, <Person>
929223 - 929232, <Person>
929259 - 929269, <Org>
929349 - 929357, <Person>
929465 - 929479, <Person>
929507 - 929514, <Org>
929516 - 929521, <Person>
929529 - 929538, <Person>
929696 - 929702, <Org>
929987 - 929993, <Person>
930147 - 930156, <Person>
930277 - 930285, <Person>
930403 - 930422, <Person>
930926 - 930935, <Person>
930979 - 930986, <Person>
931168 - 931181, <Person>
931245 - 931252, <Person>
931324 - 931344, <Org>
931559 - 931567, <Person>
932107 - 932118, <Person>
932600 - 932613, <Person>
932620 - 932627, <Person>
933218 - 933232, <Person>
933399 - 933404, <Location>
933376 - 933404, <Org>
933458 - 933479, <Org>
933650 - 933663, <Person>
933743 - 933784, <Person>
933787 - 933805, <Person>
933816 - 933864, <Person>
933919 - 933933, <Person>
934051 - 934059, <Person>
934062 - 934072, <Person>
935197 - 935212, <Person>
935215 - 935231, <Person>
935287 - 935305, <Person>
935318 - 935335, <Person>
935548 - 935615, <Person>
935687 - 935695, <Person>
935698 - 935707, <Person>
935878 - 935886, <Person>
936049 - 936056, <Person>
936536 - 936543, <Person>
937093 - 937099, <Location>
937470 - 937478, <Person>
937923 - 937931, <Person>
938232 - 938240, <Person>
938558 - 938583, <Org>
939067 - 939075, <Person>
939110 - 939117, <Person>
939150 - 939157, <Person>
939186 - 939193, <Location>
940719 - 940726, <Org>
940776 - 940784, <Person>
940833 - 940842, <Org>
940930 - 940938, <Person>
941677 - 941684, <Location>
941777 - 941784, <Person>
942657 - 942677, <Person>
942752 - 942768, <Org>
942830 - 942835, <Org>
943312 - 943319, <Person>
943345 - 943355, <Person>
943422 - 943427, <Org>
943440 - 943448, <Person>
943853 - 943863, <Person>
944178 - 944185, <Person>
944534 - 944541, <Person>
944780 - 944787, <Person>
944824 - 944836, <Org>
945211 - 945243, <Location>
945378 - 945387, <Location>
945443 - 945457, <Location>
945482 - 945488, <Location>
945648 - 945655, <Person>
945767 - 945775, <Person>
946309 - 946321, <Org>
946763 - 946775, <Org>
947012 - 947020, <Person>
947031 - 947043, <Org>
947462 - 947468, <Location>
948222 - 948230, <Person>
948389 - 948396, <Person>
948854 - 948879, <Org>
948912 - 948920, <Person>
949208 - 949215, <Person>
949515 - 949523, <Person>
949800 - 949817, <Person>
949820 - 949827, <Person>
950239 - 950247, <Person>
950577 - 950581, <Location>
950607 - 950611, <Location>
950904 - 950911, <Location>
950967 - 950986, <Location>
951062 - 951076, <Person>
951201 - 951230, <Location>
951232 - 951240, <Location>
951244 - 951252, <Location>
951308 - 951340, <Location>
951354 - 951371, <Location>
951502 - 951519, <Location>
951529 - 951536, <Org>
951521 - 951536, <Person>
951538 - 951579, <Person>
951615 - 951627, <Person>
951675 - 951688, <Person>
951726 - 951734, <Location>
951738 - 951748, <Location>
951758 - 951796, <Person>
952032 - 952040, <Location>
952044 - 952052, <Location>
952087 - 952102, <Org>
952215 - 952230, <Org>
952304 - 952336, <Location>
952338 - 952359, <Location>
952370 - 952379, <Location>
952644 - 952679, <Person>
952681 - 952715, <Person>
952747 - 952767, <Location>
952771 - 952782, <Location>
952906 - 952923, <Org>
953118 - 953136, <Location>
953241 - 953255, <Org>
953451 - 953470, <Person>
953583 - 953595, <Person>
953685 - 953691, <Location>
953786 - 953803, <Location>
953807 - 953824, <Location>
954135 - 954143, <Org>
954176 - 954195, <Location>
954429 - 954438, <Location>
954500 - 954510, <Location>
954569 - 954609, <Person>
954804 - 954842, <Person>
954845 - 954853, <Location>
954857 - 954865, <Location>
954866 - 954903, <Person>
955166 - 955185, <Location>
955187 - 955206, <Location>
955252 - 955279, <Person>
955452 - 955460, <Person>
955547 - 955554, <Location>
955558 - 955568, <Location>
955637 - 955661, <Person>
955761 - 955795, <Person>
955797 - 955819, <Person>
955869 - 955902, <Location>
955904 - 955925, <Location>
955966 - 955987, <Location>
955990 - 956008, <Org>
956245 - 956264, <Location>
956358 - 956365, <Location>
956566 - 956573, <Location>
956588 - 956611, <Location>
956620 - 956643, <Location>
956775 - 956804, <Location>
956806 - 956813, <Location>
956817 - 956824, <Location>
957136 - 957140, <Location>
957471 - 957492, <Location>
957494 - 957514, <Org>
957525 - 957557, <Person>
957796 - 957802, <Person>
957804 - 957822, <Location>
957824 - 957858, <Person>
957952 - 957967, <Person>
957990 - 958024, <Person>
958135 - 958145, <Location>
958148 - 958158, <Location>
958392 - 958412, <Location>
958489 - 958516, <Location>
958620 - 958646, <Person>
958767 - 958784, <Location>
958786 - 958837, <Person>
958958 - 958966, <Org>
958988 - 958996, <Person>
959151 - 959166, <Location>
959168 - 959189, <Person>
959284 - 959314, <Person>
959351 - 959362, <Person>
959473 - 959508, <Location>
959510 - 959518, <Location>
959538 - 959548, <Location>
959754 - 959763, <Location>
959765 - 959805, <Person>
960036 - 960057, <Location>
960060 - 960081, <Location>
960083 - 960101, <Location>
960103 - 960147, <Person>
960296 - 960301, <Person>
960319 - 960334, <Location>
960343 - 960361, <Location>
960405 - 960414, <Location>
960604 - 960619, <Location>
960623 - 960656, <Location>
960805 - 960812, <Person>
960883 - 960894, <Location>
961049 - 961062, <Location>
961118 - 961131, <Person>
961148 - 961164, <Location>
961166 - 961171, <Location>
961183 - 961188, <Location>
961173 - 961188, <Org>
961384 - 961389, <Location>
961426 - 961453, <Location>
961455 - 961473, <Location>
961503 - 961532, <Org>
961916 - 961936, <Location>
961940 - 961953, <Location>
961967 - 961974, <Org>
961991 - 961995, <Person>
962172 - 962189, <Location>
962193 - 962202, <Location>
962430 - 962449, <Location>
962453 - 962456, <Location>
962822 - 962825, <Org>
962857 - 962861, <Location>
962837 - 962861, <Org>
962927 - 962939, <Org>
963183 - 963227, <Org>
963366 - 963375, <Location>
963377 - 963406, <Location>
963408 - 963428, <Location>
963430 - 963472, <Person>
963504 - 963520, <Org>
963521 - 963541, <Location>
963654 - 963662, <Person>
963665 - 963695, <Person>
963698 - 963714, <Location>
963756 - 963763, <Location>
963771 - 963776, <Org>
963982 - 963998, <Location>
964023 - 964043, <Location>
964048 - 964060, <Location>
964262 - 964269, <Location>
964272 - 964291, <Location>
964303 - 964329, <Org>
964397 - 964420, <Person>
964423 - 964442, <Person>
964566 - 964584, <Location>
964675 - 964722, <Person>
964869 - 964886, <Location>
964948 - 964965, <Location>
965168 - 965175, <Org>
965177 - 965196, <Location>
965200 - 965208, <Location>
965416 - 965423, <Org>
965517 - 965532, <Location>
965534 - 965579, <Person>
965596 - 965634, <Person>
965800 - 965816, <Location>
965918 - 965925, <Location>
965952 - 965959, <Location>
965961 - 965967, <Location>
965979 - 965994, <Location>
965997 - 966008, <Location>
966047 - 966069, <Org>
966103 - 966109, <Location>
966242 - 966260, <Location>
966365 - 966381, <Person>
966395 - 966418, <Person>
966421 - 966428, <Person>
966591 - 966608, <Location>
966631 - 966648, <Location>
966687 - 966698, <Org>
966863 - 966880, <Location>
966884 - 966890, <Location>
966903 - 966950, <Person>
967174 - 967192, <Location>
967196 - 967205, <Location>
967322 - 967342, <Org>
967406 - 967437, <Person>
967538 - 967556, <Location>
967560 - 967570, <Location>
967696 - 967720, <Person>
967800 - 967810, <Location>
967877 - 967893, <Location>
967897 - 967902, <Location>
968039 - 968055, <Location>
968059 - 968075, <Location>
968298 - 968317, <Location>
968331 - 968340, <Location>
968319 - 968340, <Org>
968352 - 968379, <Org>
968382 - 968438, <Person>
968463 - 968478, <Person>
968615 - 968638, <Location>
968655 - 968661, <Location>
968822 - 968842, <Location>
968924 - 968937, <Person>
969114 - 969135, <Location>
969139 - 969149, <Location>
969392 - 969411, <Location>
969415 - 969418, <Location>
969500 - 969513, <Location>
969549 - 969557, <Person>
969619 - 969623, <Person>
969765 - 969776, <Location>
969788 - 969796, <Org>
969788 - 969796, <Org>
969784 - 969787, <Org>
969819 - 969823, <Location>
969799 - 969823, <Org>
969889 - 969901, <Org>
969889 - 969901, <Org>
969889 - 969901, <Org>
969949 - 969957, <Org>
970139 - 970144, <Location>
970182 - 970189, <Location>
970283 - 970290, <Location>
970328 - 970337, <Location>
970339 - 970368, <Location>
970370 - 970390, <Location>
970401 - 970419, <Org>
970401 - 970419, <Org>
970401 - 970419, <Org>
970392 - 970434, <Person>
970392 - 970434, <Person>
970466 - 970482, <Org>
970483 - 970503, <Location>
970577 - 970580, <Org>
970616 - 970624, <Person>
970627 - 970657, <Person>
970627 - 970657, <Person>
970627 - 970657, <Person>
970660 - 970676, <Location>
970718 - 970725, <Location>
970733 - 970738, <Org>
970923 - 970926, <Org>
970944 - 970960, <Location>
970985 - 971005, <Location>
971010 - 971022, <Location>
971086 - 971093, <Person>
971224 - 971231, <Location>
971216 - 971231, <Person>
971234 - 971253, <Location>
971265 - 971291, <Org>
971323 - 971356, <Location>
971343 - 971356, <Person>
971368 - 971382, <Org>
971420 - 971447, <Org>
971420 - 971447, <Org>
971420 - 971447, <Org>
971398 - 971404, <Org>
971455 - 971473, <Person>
971511 - 971526, <Org>
971511 - 971526, <Org>
971511 - 971526, <Org>
971528 - 971546, <Location>
971550 - 971560, <Org>
971629 - 971636, <Location>
971637 - 971684, <Person>
971637 - 971684, <Person>
971831 - 971848, <Location>
971910 - 971927, <Location>
971898 - 971927, <Org>
972130 - 972137, <Org>
972139 - 972158, <Location>
972162 - 972170, <Location>
972234 - 972241, <Location>
972222 - 972241, <Org>
972353 - 972358, <Org>
972342 - 972371, <Person>
972378 - 972385, <Org>
972378 - 972385, <Org>
972378 - 972385, <Org>
972479 - 972494, <Location>
972507 - 972522, <Location>
972496 - 972541, <Person>
972496 - 972541, <Person>
972564 - 972581, <Org>
972558 - 972596, <Person>
972558 - 972596, <Person>
972762 - 972778, <Location>
972780 - 972797, <Org>
972880 - 972887, <Location>
972870 - 972887, <Org>
972923 - 972929, <Location>
972959 - 972970, <Location>
973009 - 973031, <Org>
973009 - 973031, <Org>
973009 - 973031, <Org>
973065 - 973071, <Location>
973178 - 973187, <Org>
973204 - 973222, <Location>
973288 - 973326, <Org>
973288 - 973326, <Org>
973327 - 973343, <Person>
973327 - 973343, <Person>
973357 - 973380, <Person>
973357 - 973380, <Person>
973383 - 973390, <Person>
973424 - 973440, <Location>
973553 - 973570, <Location>
973585 - 973589, <Org>
973593 - 973610, <Location>
973572 - 973589, <Person>
973649 - 973660, <Org>
973649 - 973660, <Org>
973649 - 973660, <Org>
973825 - 973842, <Location>
973846 - 973852, <Location>
973865 - 973912, <Person>
973865 - 973912, <Person>
974045 - 974048, <Org>
974049 - 974081, <Org>
974049 - 974081, <Org>
974049 - 974081, <Org>
974098 - 974104, <Person>
974108 - 974134, <Org>
974136 - 974154, <Location>
974158 - 974167, <Location>
974284 - 974304, <Org>
974284 - 974304, <Org>
974284 - 974304, <Org>
974378 - 974384, <Location>
974368 - 974399, <Person>
974368 - 974399, <Person>
974402 - 974425, <Person>
974500 - 974518, <Location>
974522 - 974532, <Location>
974624 - 974631, <Person>
974658 - 974682, <Person>
974658 - 974682, <Person>
974658 - 974682, <Person>
974689 - 974701, <Person>
974762 - 974772, <Location>
974839 - 974855, <Location>
974859 - 974864, <Location>
975001 - 975017, <Location>
975021 - 975037, <Location>
975139 - 975145, <Location>
975173 - 975180, <Location>
975240 - 975258, <Location>
975240 - 975258, <Location>
975260 - 975279, <Location>
975293 - 975302, <Location>
975281 - 975302, <Org>
975314 - 975341, <Org>
975362 - 975381, <Org>
975362 - 975381, <Org>
975362 - 975381, <Org>
975344 - 975400, <Person>
975344 - 975400, <Person>
975412 - 975423, <Org>
975425 - 975440, <Person>
975492 - 975496, <Org>
975524 - 975534, <Org>
975577 - 975600, <Location>
975617 - 975623, <Location>
975647 - 975653, <Location>
975732 - 975740, <Location>
975784 - 975804, <Location>
975839 - 975860, <Person>
975886 - 975899, <Person>
976076 - 976097, <Location>
976101 - 976111, <Location>
976182 - 976205, <Location>
976247 - 976279, <Person>
976321 - 976350, <Person>
976386 - 976405, <Location>
976363 - 976405, <Person>
976466 - 976475, <Location>
976587 - 976594, <Org>
976576 - 976586, <Person>
976596 - 976603, <Person>
976659 - 976688, <Org>
976753 - 976759, <Location>
976795 - 976803, <Person>
976845 - 976853, <Person>
976872 - 976887, <Person>
976917 - 976935, <Location>
976979 - 976995, <Person>
977020 - 977033, <Location>
977045 - 977056, <Person>
977059 - 977077, <Location>
977111 - 977119, <Person>
977299 - 977306, <Location>
977307 - 977325, <Location>
977338 - 977344, <Org>
977381 - 977386, <Location>
977356 - 977380, <Org>
977407 - 977414, <Location>
977527 - 977543, <Location>
977574 - 977590, <Location>
977591 - 977610, <Person>
977563 - 977573, <Person>
977626 - 977644, <Location>
978186 - 978192, <Org>
978197 - 978213, <Location>
978459 - 978466, <Location>
978491 - 978501, <Location>
978478 - 978501, <Person>
978727 - 978761, <Org>
978909 - 978918, <Person>
978920 - 978934, <Person>
978943 - 978949, <Location>
978974 - 978981, <Location>
978982 - 978992, <Location>
978994 - 979021, <Org>
978994 - 979021, <Org>
978994 - 979021, <Org>
979080 - 979085, <Location>
979087 - 979094, <Location>
979104 - 979119, <Org>
979140 - 979144, <Org>
979157 - 979163, <Location>
979178 - 979183, <Location>
979205 - 979225, <Location>
979232 - 979240, <Location>
979263 - 979272, <Org>
979321 - 979328, <Location>
979305 - 979343, <Person>
979305 - 979343, <Person>
979434 - 979454, <Location>
979490 - 979497, <Location>
979547 - 979554, <Person>
979621 - 979637, <Person>
979639 - 979677, <Org>
979728 - 979733, <Location>
979754 - 979765, <Location>
979768 - 979774, <Location>
979803 - 979827, <Org>
979913 - 979919, <Person>
979950 - 979963, <Org>
979944 - 979963, <Person>
979965 - 979971, <Location>
979981 - 979988, <Location>
979989 - 979999, <Location>
980001 - 980028, <Org>
980001 - 980028, <Org>
980001 - 980028, <Org>
980119 - 980124, <Location>
980538 - 980544, <Person>
980755 - 980764, <Person>
980880 - 980892, <Person>
981002 - 981008, <Person>
981288 - 981294, <Person>
981408 - 981433, <Org>
981588 - 981593, <Org>
981582 - 981609, <Person>
981582 - 981609, <Person>
982181 - 982190, <Org>
982181 - 982190, <Org>
982192 - 982201, <Org>
982192 - 982201, <Org>
982203 - 982216, <Org>
982203 - 982216, <Org>
982231 - 982239, <Org>
982241 - 982244, <Org>
982246 - 982258, <Org>
982246 - 982258, <Org>
982260 - 982263, <Org>
982401 - 982406, <Person>
983285 - 983290, <Person>
983326 - 983333, <Location>
983392 - 983401, <Person>
983517 - 983523, <Location>
983767 - 983776, <Person>
984209 - 984215, <Person>
984364 - 984369, <Person>
984533 - 984539, <Person>
984668 - 984674, <Person>
984723 - 984736, <Org>
985256 - 985263, <Person>
985395 - 985404, <Person>
985558 - 985567, <Person>
986002 - 986011, <Person>
986176 - 986189, <Person>
986328 - 986344, <Location>
986398 - 986404, <Org>
986421 - 986428, <Location>
986407 - 986428, <Org>
986432 - 986460, <Location>
986432 - 986460, <Location>
986551 - 986556, <Location>
986525 - 986550, <Person>
986638 - 986643, <Location>
986730 - 986737, <Location>
986763 - 986773, <Location>
986791 - 986798, <Location>
986827 - 986832, <Person>
986953 - 986960, <Location>
987004 - 987009, <Location>
986979 - 987003, <Org>
987138 - 987144, <Org>
987185 - 987195, <Location>
987177 - 987195, <Person>
987421 - 987427, <Location>
987453 - 987482, <Org>
987453 - 987482, <Org>
987588 - 987599, <Person>
987600 - 987615, <Person>
987658 - 987665, <Org>
987658 - 987665, <Org>
987658 - 987665, <Org>
987649 - 987652, <Org>
987649 - 987652, <Org>
987618 - 987652, <Person>
987734 - 987753, <Org>
987789 - 987794, <Org>
987817 - 987844, <Org>
987893 - 987906, <Person>
987990 - 988001, <Org>
988113 - 988130, <Org>
988288 - 988308, <Org>
988288 - 988308, <Org>
988288 - 988308, <Org>
988375 - 988387, <Org>
988409 - 988430, <Org>
988409 - 988430, <Org>
988409 - 988430, <Org>
988476 - 988504, <Org>
988476 - 988504, <Org>
988533 - 988539, <Location>
988642 - 988647, <Location>
988695 - 988701, <Location>
988712 - 988719, <Location>
988702 - 988736, <Person>
988702 - 988736, <Person>
988874 - 988890, <Location>
988866 - 988890, <Person>
989127 - 989136, <Person>
989350 - 989357, <Location>
989518 - 989527, <Person>
989547 - 989553, <Location>
989529 - 989553, <Org>
989578 - 989625, <Person>
989643 - 989657, <Location>
989711 - 989741, <Person>
989711 - 989741, <Person>
989895 - 989900, <Person>
989979 - 989982, <Person>
989997 - 990006, <Org>
990009 - 990024, <Person>
990089 - 990093, <Org>
990159 - 990162, <Org>
990290 - 990295, <Org>
990279 - 990295, <Person>
990307 - 990354, <Person>
990358 - 990372, <Location>
990375 - 990381, <Location>
990412 - 990422, <Person>
990425 - 990436, <Person>
990412 - 990422, <Person>
990626 - 990645, <Org>
990776 - 990788, <Org>
990864 - 990867, <Org>
990872 - 990883, <Org>
990885 - 990899, <Org>
990901 - 990910, <Org>
990901 - 990910, <Org>
991020 - 991039, <Person>
991087 - 991099, <Org>
991087 - 991099, <Org>
991053 - 991099, <Person>
991473 - 991487, <Person>
991508 - 991523, <Org>
991508 - 991523, <Org>
991489 - 991506, <Person>
991635 - 991644, <Person>
991648 - 991653, <Org>
991772 - 991787, <Person>
991799 - 991842, <Org>
991799 - 991842, <Org>
991789 - 991842, <Person>
992312 - 992315, <Org>
992312 - 992315, <Org>
992345 - 992368, <Org>
992345 - 992368, <Org>
992345 - 992368, <Org>
992324 - 992382, <Person>
992324 - 992382, <Person>
992427 - 992431, <Org>
992535 - 992540, <Org>
992545 - 992553, <Person>
993031 - 993044, <Person>
993341 - 993354, <Person>
993365 - 993426, <Org>
993365 - 993426, <Org>
993356 - 993426, <Person>
993621 - 993630, <Person>
993843 - 993846, <Location>
993882 - 993889, <Person>
994161 - 994184, <Location>
994241 - 994243, <Location>
994205 - 994243, <Org>
994454 - 994456, <Location>
994446 - 994456, <Org>
994485 - 994501, <Org>
994814 - 994837, <Location>
994983 - 994993, <Org>
995008 - 995016, <Person>
995090 - 995098, <Location>
995121 - 995133, <Location>
995193 - 995203, <Location>
995204 - 995211, <Location>
995273 - 995280, <Location>
995282 - 995288, <Location>
995416 - 995428, <Location>
995469 - 995486, <Org>
995585 - 995591, <Org>
995909 - 995915, <Location>
995888 - 995926, <Person>
995888 - 995926, <Person>
995944 - 995955, <Org>
996077 - 996089, <Org>
996092 - 996102, <Location>
996104 - 996113, <Location>
996116 - 996124, <Location>
996135 - 996145, <Person>
996179 - 996190, <Org>
996326 - 996335, <Location>
996338 - 996349, <Location>
996381 - 996390, <Location>
996411 - 996426, <Location>
996429 - 996434, <Location>
996588 - 996601, <Org>
996733 - 996738, <Org>
996769 - 996776, <Person>
997026 - 997041, <Person>
997340 - 997345, <Org>
997368 - 997374, <Location>
997550 - 997556, <Location>
997585 - 997591, <Location>
997639 - 997647, <Location>
997648 - 997666, <Location>
997680 - 997686, <Person>
997852 - 997856, <Person>
997881 - 997888, <Location>
997961 - 997969, <Location>
997973 - 997977, <Person>
998087 - 998091, <Person>
998112 - 998137, <Org>
998195 - 998199, <Person>
998576 - 998584, <Person>
998598 - 998602, <Person>
998739 - 998743, <Person>
998789 - 998796, <Location>
998823 - 998828, <Location>
998870 - 998878, <Location>
998927 - 998933, <Location>
999045 - 999051, <Location>
999064 - 999072, <Person>
999483 - 999489, <Location>
999506 - 999522, <Location>
999527 - 999532, <Person>
999728 - 999739, <Person>
1000010 - 1000017, <Person>
1000086 - 1000095, <Person>
1000570 - 1000586, <Org>
1000559 - 1000565, <Org>
1000670 - 1000676, <Location>
1000680 - 1000697, <Org>
1000680 - 1000697, <Org>
1000776 - 1000785, <Person>
1000789 - 1000795, <Location>
1000835 - 1000840, <Location>
1000942 - 1000951, <Person>
1001013 - 1001020, <Person>
1001214 - 1001228, <Person>
1001413 - 1001420, <Person>
1001633 - 1001659, <Person>
1002382 - 1002388, <Org>
1003211 - 1003217, <Location>
1004148 - 1004161, <Person>
1004258 - 1004262, <Person>
1004303 - 1004315, <Person>
1004367 - 1004386, <Org>
1004367 - 1004386, <Org>
1004460 - 1004465, <Org>
1004652 - 1004658, <Location>
1004707 - 1004716, <Person>
1004707 - 1004716, <Person>
1004729 - 1004733, <Person>
1004889 - 1004901, <Person>
1004927 - 1004933, <Person>
1005113 - 1005131, <Person>
1005385 - 1005393, <Person>
1005419 - 1005423, <Person>
1005628 - 1005640, <Person>
1005692 - 1005709, <Org>
1005699 - 1005709, <Person>
1005764 - 1005768, <Person>
1005780 - 1005788, <Person>
1005906 - 1005911, <Org>
1005906 - 1005911, <Org>
1005997 - 1006003, <Org>
1006060 - 1006083, <Person>
1006085 - 1006101, <Person>
1006103 - 1006128, <Person>
1006130 - 1006142, <Person>
1006386 - 1006392, <Person>
1006550 - 1006557, <Location>
1006561 - 1006567, <Location>
1006579 - 1006594, <Org>
1006847 - 1006852, <Org>
1006854 - 1006860, <Location>
1006942 - 1006946, <Person>
1007063 - 1007071, <Person>
1007393 - 1007397, <Person>
1007531 - 1007545, <Person>
1007626 - 1007634, <Person>
1007801 - 1007805, <Person>
1007814 - 1007834, <Person>
1007868 - 1007883, <Person>
1008005 - 1008012, <Person>
1008023 - 1008040, <Person>
1008335 - 1008353, <Person>
1008427 - 1008445, <Person>
1008534 - 1008540, <Location>
1008672 - 1008686, <Person>
1009480 - 1009505, <Person>
1009542 - 1009546, <Location>
1009744 - 1009753, <Person>
1010002 - 1010006, <Person>
1010144 - 1010150, <Org>
1010254 - 1010260, <Org>
1010509 - 1010513, <Person>
1012352 - 1012367, <Person>
1012473 - 1012477, <Org>
1012487 - 1012504, <Person>
1012487 - 1012504, <Person>
1012518 - 1012533, <Person>
1012542 - 1012548, <Person>
1012571 - 1012574, <Person>
1012668 - 1012676, <Person>
1012686 - 1012692, <Person>
1012733 - 1012738, <Org>
1012751 - 1012760, <Person>
1012789 - 1012795, <Person>
1012822 - 1012838, <Person>
1012848 - 1012868, <Org>
1012840 - 1012868, <Person>
1012946 - 1012952, <Person>
1012962 - 1012976, <Person>
1013045 - 1013050, <Person>
1013062 - 1013067, <Org>
1013083 - 1013092, <Person>
1013100 - 1013106, <Org>
1013148 - 1013155, <Person>
1013158 - 1013166, <Person>
1013168 - 1013173, <Person>
1013189 - 1013196, <Person>
1013215 - 1013220, <Person>
1013240 - 1013255, <Person>
1013267 - 1013275, <Person>
1013303 - 1013308, <Person>
1013427 - 1013432, <Org>
1013438 - 1013444, <Org>
1013468 - 1013476, <Person>
1013478 - 1013483, <Person>
1014601 - 1014608, <Person>
1014771 - 1014796, <Person>
1015022 - 1015026, <Person>
1015039 - 1015043, <Person>
1015102 - 1015116, <Location>
1015184 - 1015189, <Person>
1015200 - 1015204, <Person>
1015210 - 1015229, <Person>
1015210 - 1015229, <Person>
1015246 - 1015250, <Person>
1015394 - 1015407, <Person>
1015418 - 1015422, <Person>
1015505 - 1015509, <Person>
1015662 - 1015682, <Person>
1015684 - 1015701, <Person>
1015753 - 1015764, <Org>
1015753 - 1015764, <Org>
1015753 - 1015764, <Org>
1015766 - 1015777, <Org>
1015790 - 1015814, <Org>
1015877 - 1015905, <Location>
1015877 - 1015905, <Location>
1016113 - 1016136, <Location>
1016138 - 1016150, <Location>
1016152 - 1016165, <Location>
1016176 - 1016190, <Location>
1016192 - 1016230, <Location>
1016192 - 1016230, <Location>
1016235 - 1016250, <Location>
1016252 - 1016267, <Location>
1016269 - 1016282, <Location>
1016288 - 1016303, <Location>
1016305 - 1016318, <Location>
1016570 - 1016583, <Location>
1016589 - 1016608, <Location>
1016610 - 1016627, <Location>
1016629 - 1016649, <Location>
1016651 - 1016654, <Location>
1016665 - 1016676, <Location>
1016678 - 1016695, <Location>
1016697 - 1016720, <Location>
1016722 - 1016734, <Location>
1016866 - 1016876, <Location>
1016887 - 1016928, <Event>
1016934 - 1016943, <Person>
1017025 - 1017032, <Location>
1017036 - 1017061, <Location>
1017036 - 1017061, <Location>
1017119 - 1017140, <Location>
1017196 - 1017202, <Org>
1017179 - 1017202, <Person>
1017208 - 1017213, <Event>
1017243 - 1017255, <Person>
1017283 - 1017286, <Org>
1017290 - 1017296, <Location>
1017298 - 1017303, <Location>
1017305 - 1017311, <Location>
1017313 - 1017322, <Location>
1017324 - 1017331, <Location>
1017334 - 1017344, <Location>
1017346 - 1017402, <Person>
1017491 - 1017499, <Person>
1017587 - 1017609, <Location>
1017801 - 1017842, <Event>
1017919 - 1017930, <Person>
1017872 - 1017930, <Org>
1017962 - 1017968, <Location>
1017997 - 1018018, <Location>
1017981 - 1018037, <Person>
1017981 - 1018037, <Person>
1018045 - 1018051, <Location>
1018072 - 1018091, <Org>
1018066 - 1018091, <Person>
1018171 - 1018173, <Location>
1018126 - 1018173, <Person>
1018136 - 1018173, <Org>
1018236 - 1018253, <Person>
1018126 - 1018173, <Person>
1018311 - 1018323, <Person>
1018263 - 1018307, <Org>
1018324 - 1018341, <Person>
1018256 - 1018307, <Person>
1018453 - 1018471, <Location>
1018494 - 1018529, <Event>
1018485 - 1018529, <Person>
1018569 - 1018575, <Location>
1018578 - 1018596, <Location>
1018606 - 1018612, <Location>
1018615 - 1018625, <Location>
1018733 - 1018754, <Location>
1018831 - 1018865, <Location>
1018831 - 1018865, <Location>
1019245 - 1019251, <Location>
1019239 - 1019251, <Org>
1019287 - 1019353, <Org>
1019287 - 1019353, <Org>
1019287 - 1019353, <Org>
1019355 - 1019370, <Person>
1019402 - 1019435, <Org>
1019469 - 1019482, <Location>
