
#####################################################################################################
###################################MATCHES###########################################################
#####################################################################################################
201 - 215, <Person>
'292557 - 292564, <Org> : Госдума' == '<NULL>'
'292644 - 292651, <Org> : Госдума' == '<NULL>'
'292720 - 292727, <Org> : Госдума' == '<NULL>'
'292814 - 292821, <Org> : Госдума' == '<NULL>'
'293095 - 293102, <Org> : Госдумы' == '<NULL>'
'293454 - 293461, <Org> : Госдума' == '<NULL>'
'293958 - 293965, <Org> : Госдума' == '<NULL>'
'294588 - 294595, <Org> : Госдума' == '<NULL>'
'294678 - 294685, <Org> : Госдума' == '<NULL>'
'294837 - 294844, <Org> : Госдума' == '<NULL>'
'295263 - 295270, <Org> : Госдума' == '<NULL>'
'295712 - 295719, <Org> : Госдума' == '<NULL>'
'295911 - 295918, <Org> : Госдума' == '<NULL>'
'296074 - 296101, <Org> : комитета Госдумы по бюджету' == '<NULL>'
'296912 - 296919, <Org> : Госдума' == '<NULL>'
'297440 - 297447, <Org> : Госдума' == '<NULL>'
'297604 - 297611, <Org> : Госдума' == '<NULL>'
'298329 - 298336, <Org> : Госдума' == '<NULL>'
'300042 - 300049, <Org> : Госдумы' == '<NULL>'
'300057 - 300060, <Org> : ФАС' == '<NULL>'
'300369 - 300375, <Org> : Совфед' == '<NULL>'
'300600 - 300607, <Org> : Госдума' == '<NULL>'
'300687 - 300694, <Org> : Госдума' == '<NULL>'
'300763 - 300770, <Org> : Госдума' == '<NULL>'
'301369 - 301406, <Org> : Департамент лесного хозяйства по СЗФО' == '<NULL>'
'302041 - 302048, <Org> : Госдума' == '<NULL>'
'302985 - 302992, <Org> : Госдума' == '<NULL>'
'303144 - 303151, <Org> : Госдума' == '<NULL>'
'303623 - 303630, <Org> : Госдума' == '<NULL>'
'304343 - 304350, <Org> : Госдума' == '<NULL>'
'304541 - 304548, <Org> : Госдума' == '<NULL>'
'304757 - 304784, <Org> : комитета Госдумы по бюджету' == '<NULL>'
'305692 - 305703, <Org> : Государство' == '<NULL>'
'306171 - 306178, <Org> : Госдума' == '<NULL>'
'312935 - 312954, <Org> : Англиканской Церкви' == '<NULL>'
'313195 - 313214, <Org> : Англиканской церкви' == '<NULL>'
'316114 - 316117, <Org> : ООН' == '<NULL>'
'317004 - 317011, <Org> : полиции' == '<NULL>'
'317219 - 317229, <Org> : МЧС России' == '317223 - 317229, <Location> : России'
'317199 - 317254, <Org> : Главного управления МЧС России по Архангельской области' == '317223 - 317229, <Location> : России'
'317580 - 317583, <Org> : ПФР' == '<NULL>'
'318379 - 318422, <Org> : Музее народных промыслов и ремёсел Приморья' == '<NULL>'
'318620 - 318626, <Org> : Мосгаз' == '<NULL>'
'318619 - 318627, <Org> : «Мосгаз»' == '<NULL>'
'318706 - 318713, <Org> : Мосгаза' == '<NULL>'
'318705 - 318714, <Org> : «Мосгаза»' == '<NULL>'
'320205 - 320225, <Org> : избирательного блока' == '<NULL>'
'320589 - 320600, <Org> : социалистов' == '<NULL>'
'320827 - 320836, <Org> : парламент' == '<NULL>'
'320837 - 320855, <Org> : Партии социалистов' == '<NULL>'
'321012 - 321021, <Org> : агентство' == '<NULL>'
'321230 - 321234, <Org> : ПСРМ' == '<NULL>'
'321434 - 321449, <Org> : Партии регионов' == '<NULL>'
'321452 - 321481, <Org> : Социал-демократической партии' == '<NULL>'
'321556 - 321574, <Org> : Партии социалистов' == '<NULL>'
'321732 - 321747, <Org> : Партии регионов' == '<NULL>'
'321756 - 321774, <Org> : Партию социалистов' == '<NULL>'
'321881 - 321887, <Org> : партии' == '<NULL>'
'322011 - 322022, <Org> : социалистов' == '<NULL>'
'322132 - 322147, <Org> : Единой Гагаузии' == '<NULL>'
'322131 - 322148, <Org> : «Единой Гагаузии»' == '<NULL>'
'322161 - 322165, <Org> : ПСРМ' == '<NULL>'
'322450 - 322459, <Org> : Исполкома' == '<NULL>'
'322473 - 322488, <Org> : Единой Гагаузии' == '<NULL>'
'322472 - 322489, <Org> : „Единой Гагаузии“' == '<NULL>'
'322507 - 322522, <Org> : Партии регионов' == '<NULL>'
'322556 - 322571, <Org> : Единой Гагаузии' == '<NULL>'
'322555 - 322572, <Org> : „Единой Гагаузии“' == '<NULL>'
'322727 - 322738, <Org> : социалистов' == '<NULL>'
'323043 - 323062, <Org> : Партией социалистов' == '<NULL>'
'323533 - 323548, <Org> : Таможенный союз' == '<NULL>'
'323670 - 323681, <Org> : коммунистов' == '<NULL>'
'324034 - 324044, <Org> : Социалисты' == '<NULL>'
'324339 - 324357, <Org> : Партии социалистов' == '<NULL>'
'324675 - 324685, <Org> : социалисты' == '<NULL>'
'324728 - 324745, <Org> : Таможенным союзом' == '<NULL>'
'326033 - 326043, <Org> : НИКА-пресс' == '<NULL>'
'326032 - 326044, <Org> : «НИКА-пресс»' == '<NULL>'
'326326 - 326341, <Org> : Таможенный союз' == '<NULL>'
'326463 - 326490, <Org> : Народного движения Гагаузии' == '<NULL>'
'326573 - 326583, <Org> : НИКА-пресс' == '<NULL>'
'326572 - 326584, <Org> : «НИКА-пресс»' == '<NULL>'
'326841 - 326849, <Org> : движения' == '<NULL>'
'326921 - 326931, <Org> : НИКА-пресс' == '326921 - 326925, <Person> : НИКА'
'326920 - 326932, <Org> : «НИКА-пресс»' == '326921 - 326925, <Person> : НИКА'
'326979 - 327005, <Org> : Народное движение Гагаузии' == '<NULL>'
'326954 - 327005, <Org> : общественной организации Народное движение Гагаузии' == '<NULL>'
'327403 - 327418, <Org> : Таможенный союз' == '<NULL>'
'327539 - 327548, <Org> : ИА REGNUM' == '<NULL>'
'327860 - 327868, <Org> : движении' == '<NULL>'
'328278 - 328288, <Org> : НИКА-пресс' == '<NULL>'
'328277 - 328289, <Org> : «НИКА-пресс»' == '<NULL>'
'328867 - 328877, <Org> : НИКА-пресс' == '<NULL>'
'328866 - 328878, <Org> : «НИКА-пресс»' == '<NULL>'
'329278 - 329295, <Org> : Таможенному союзу' == '<NULL>'
'329435 - 329437, <Org> : ЕС' == '<NULL>'
'329473 - 329482, <Org> : ИА REGNUM' == '<NULL>'
'331155 - 331159, <Org> : ПКРМ' == '<NULL>'
'331658 - 331662, <Org> : ПКРМ' == '<NULL>'
'331892 - 331896, <Org> : ПКРМ' == '<NULL>'
'331966 - 331984, <Org> : Партию коммунистов' == '<NULL>'
'332067 - 332077, <Org> : Коммунисты' == '<NULL>'
'332314 - 332349, <Org> : центристскую партию Василия Тарлева' == '332334 - 332349, <Person> : Василия Тарлева'
'333127 - 333136, <Org> : парламент' == '<NULL>'
'334343 - 334361, <Org> : Партии социалистов' == '<NULL>'
'334511 - 334524, <Org> : Патрия-Родина' == '<NULL>'
'334510 - 334525, <Org> : «Патрия-Родина»' == '<NULL>'
'334911 - 334920, <Org> : парламент' == '<NULL>'
'335193 - 335204, <Org> : социалистов' == '<NULL>'
'335336 - 335351, <Org> : Таможенный cоюз' == '<NULL>'
'335373 - 335391, <Org> : Партию социалистов' == '<NULL>'
'335533 - 335543, <Org> : социалисты' == '<NULL>'
'335866 - 335876, <Org> : парламенте' == '<NULL>'
'336353 - 336366, <Org> : Партия Додона' == '<NULL>'
'336635 - 336641, <Org> : Patria' == '<NULL>'
'336628 - 336641, <Org> : партия Patria' == '<NULL>'
'336987 - 336993, <Org> : партии' == '<NULL>'
'337370 - 337374, <Org> : ПКРМ' == '<NULL>'
'337512 - 337530, <Org> : Партия коммунистов' == '<NULL>'
'337558 - 337571, <Org> : парламенте РМ' == '<NULL>'
'337688 - 337692, <Org> : ПКРМ' == '<NULL>'
'337778 - 337782, <Org> : ПКРМ' == '<NULL>'
'337826 - 337830, <Org> : ПКРМ' == '<NULL>'
'337949 - 337955, <Org> : партии' == '<NULL>'
'338026 - 338032, <Org> : партию' == '<NULL>'
'338137 - 338141, <Org> : ПКРМ' == '<NULL>'
'338162 - 338171, <Org> : парламент' == '<NULL>'
'338280 - 338286, <Org> : Партия' == '<NULL>'
'338437 - 338441, <Org> : ПКРМ' == '<NULL>'
'338705 - 338709, <Org> : ПКРМ' == '<NULL>'
'338965 - 338996, <Org> : Демократическая партия Молдавии' == '338988 - 338996, <Location> : Молдавии'
'339054 - 339076, <Org> : Демократической партии' == '<NULL>'
'339827 - 339830, <Org> : ДПМ' == '<NULL>'
'339965 - 339974, <Org> : Демпартия' == '<NULL>'
'340043 - 340046, <Org> : ДПМ' == '<NULL>'
'341022 - 341031, <Org> : Демпартии' == '<NULL>'
'341212 - 341230, <Org> : Демпартии Молдавии' == '341222 - 341230, <Location> : Молдавии'
'341300 - 341315, <Org> : Таможенный союз' == '<NULL>'
'341634 - 341650, <Org> : властей Молдавии' == '341642 - 341650, <Location> : Молдавии'
'341703 - 341712, <Org> : Демпартии' == '<NULL>'
'341752 - 341779, <Org> : Народного собрания Гагаузии' == '<NULL>'
'341890 - 341893, <Org> : НСГ' == '<NULL>'
'341974 - 342005, <Org> : Демократической партии Молдавии' == '341997 - 342005, <Location> : Молдавии'
'342495 - 342501, <Org> : ФМС РФ' == '342499 - 342501, <Location> : РФ'
'343065 - 343121, <Org> : Координационном совете российских соотечественников в РМ' == '343088 - 343098, <Location> : российских'
'343442 - 343487, <Org> : информационно-аналитического правового центра' == '<NULL>'
'343518 - 343590, <Org> : Координационном совете российских соотечественников в Республике Молдова' == '343541 - 343551, <Location> : российских'
'343656 - 343659, <Org> : ФМС' == '<NULL>'
'343870 - 343876, <Org> : ФМС РФ' == '343874 - 343876, <Location> : РФ'
'344434 - 344466, <Org> : Федеральной миграционной службой' == '<NULL>'
'344468 - 344471, <Org> : ФМС' == '<NULL>'
'344434 - 344479, <Org> : Федеральной миграционной службой (ФМС) России' == '344473 - 344479, <Location> : России'
'345639 - 345673, <Org> : Федеральной миграционной службы РФ' == '345671 - 345673, <Location> : РФ'
'348482 - 348485, <Org> : ИСО' == '<NULL>'
'348522 - 348525, <Org> : ИСО' == '<NULL>'
'349651 - 349656, <Org> : ИРБиС' == '<NULL>'
'349637 - 349656, <Org> : Школе Бизнеса ИРБиС' == '<NULL>'
'349739 - 349743, <Org> : СГТУ' == '<NULL>'
'349733 - 349743, <Org> : ИРБиС СГТУ' == '<NULL>'
'349719 - 349743, <Org> : Школе Бизнеса ИРБиС СГТУ' == '<NULL>'
'349881 - 349893, <Org> : ДИАЛЛ АЛЬЯНС' == '<NULL>'
'349880 - 349894, <Org> : «ДИАЛЛ АЛЬЯНС»' == '<NULL>'
'349871 - 349894, <Org> : компании «ДИАЛЛ АЛЬЯНС»' == '<NULL>'
'351093 - 351105, <Org> : Туроператоры' == '<NULL>'
'352848 - 352852, <Org> : ИГИЛ' == '<NULL>'
'354313 - 354320, <Org> : Госдумы' == '<NULL>'
'354371 - 354378, <Org> : Госдумы' == '<NULL>'
'354533 - 354547, <Org> : Россия сегодня' == '354533 - 354539, <Location> : Россия'
'354532 - 354548, <Org> : «Россия сегодня»' == '354533 - 354539, <Location> : Россия'
'354528 - 354548, <Org> : МИА «Россия сегодня»' == '354533 - 354539, <Location> : Россия'
'354627 - 354641, <Org> : Россия сегодня' == '354627 - 354633, <Location> : Россия'
'354626 - 354642, <Org> : «Россия сегодня»' == '354627 - 354633, <Location> : Россия'
'354622 - 354642, <Org> : МИА «Россия сегодня»' == '354627 - 354633, <Location> : Россия'
'355366 - 355382, <Org> : Онежское Поморье' == '355366 - 355382, <Location> : Онежское Поморье'
'355365 - 355383, <Org> : «Онежское Поморье»' == '355366 - 355382, <Location> : Онежское Поморье'
'355345 - 355383, <Org> : национального парка «Онежское Поморье»' == '355366 - 355382, <Location> : Онежское Поморье'
'355513 - 355529, <Org> : Онежское Поморье' == '<NULL>'
'355512 - 355530, <Org> : «Онежское Поморье»' == '<NULL>'
'355492 - 355530, <Org> : национального парка «Онежское Поморье»' == '<NULL>'
'356006 - 356033, <Org> : Северодвинского лесничества' == '<NULL>'
'356232 - 356248, <Org> : Онежское Поморье' == '<NULL>'
'356231 - 356249, <Org> : «Онежское Поморье»' == '<NULL>'
'356211 - 356249, <Org> : национального парка «Онежское Поморье»' == '<NULL>'
'356928 - 356947, <Org> : национального парка' == '<NULL>'
'357366 - 357380, <Org> : Правительством' == '<NULL>'
'357615 - 357636, <Org> : правительства области' == '<NULL>'
'357694 - 357704, <Org> : нацпарками' == '<NULL>'
'357873 - 357893, <Org> : Государственную Думу' == '<NULL>'
'357895 - 357905, <Org> : Минприроды' == '<NULL>'
'359008 - 359024, <Org> : Правительстве РФ' == '359022 - 359024, <Location> : РФ'
'359044 - 359049, <Org> : МИСиС' == '<NULL>'
'359098 - 359135, <Org> : Московского института стали и сплавов' == '359098 - 359109, <Location> : Московского'
'359740 - 359774, <Org> : Правительстве Российской Федерации' == '359754 - 359774, <Location> : Российской Федерации'
'359707 - 359774, <Org> : Академию народного хозяйства при Правительстве Российской Федерации' == '359754 - 359774, <Location> : Российской Федерации'
'360304 - 360313, <Org> : Главснаба' == '360304 - 360313, <Person> : Главснаба'
'360352 - 360396, <Org> : Управления производства и распределения тары' == '<NULL>'
'360995 - 361063, <Org> : Харьковского института железнодорожного транспорта имени С.М. Кирова' == '<NULL>'
'361334 - 361354, <Org> : Государственной Думы' == '<NULL>'
'362034 - 362049, <Org> : Когалымнефтегаз' == '<NULL>'
'362033 - 362050, <Org> : «Когалымнефтегаз»' == '<NULL>'
'362158 - 362169, <Org> : Дружбанефть' == '<NULL>'
'362157 - 362170, <Org> : «Дружбанефть»' == '<NULL>'
'362299 - 362308, <Org> : Повхнефть' == '<NULL>'
'362298 - 362309, <Org> : «Повхнефть»' == '<NULL>'
'362400 - 362402, <Org> : ЕС' == '<NULL>'
'366808 - 366815, <Org> : полиции' == '<NULL>'
'367023 - 367033, <Org> : МЧС России' == '<NULL>'
'367384 - 367387, <Org> : ПФР' == '<NULL>'
'368183 - 368226, <Org> : Музее народных промыслов и ремёсел Приморья' == '<NULL>'
'370150 - 370153, <Org> : ПФР' == '<NULL>'
'370140 - 370178, <Org> : Отделение ПФР по Архангельской области' == '<NULL>'
'370480 - 370491, <Org> : ИФНС России' == '<NULL>'
'370468 - 370551, <Org> : Межрайонная ИФНС России № 9 по Архангельской области и Ненецкому автономному округу' == '<NULL>'
'370597 - 370607, <Org> : ФНС России' == '<NULL>'
'370681 - 370704, <Org> : Координационного Совета' == '<NULL>'
'370747 - 370832, <Org> : Координационного Совета представительных органов местного самоуправления МО поселений' == '<NULL>'
'370837 - 370891, <Org> : Собрании депутатов МО «Приморский муниципальный район»' == '<NULL>'
'370933 - 370971, <Org> : налоговых органов Российской Федерации' == '<NULL>'
'370993 - 371009, <Org> : налоговой службы' == '<NULL>'
'371140 - 371183, <Org> : музее народных промыслов и ремёсел Приморья' == '<NULL>'
'371593 - 371624, <Org> : сельская библиотека д. Рикасиха' == '<NULL>'
'372186 - 372233, <Org> : Отдел надзорной деятельности Приморского района' == '<NULL>'
'372254 - 372264, <Org> : МЧС России' == '<NULL>'
'372234 - 372289, <Org> : Главного управления МЧС России по Архангельской области' == '<NULL>'
'372186 - 372289, <Org> : Отдел надзорной деятельности Приморского района Главного управления МЧС России по Архангельской области' == '<NULL>'
'372727 - 372730, <Org> : ООН' == '<NULL>'
'372705 - 372730, <Org> : Генеральная Ассамблея ООН' == '<NULL>'
'372876 - 372879, <Org> : ООН' == '<NULL>'
'373064 - 373089, <Org> : Детский сад с. Заостровье' == '<NULL>'
'373063 - 373090, <Org> : «Детский сад с. Заостровье»' == '<NULL>'
'373091 - 373114, <Org> : МБОУ «Заостровская СОШ»' == '<NULL>'
'373063 - 373114, <Org> : «Детский сад с. Заостровье» МБОУ «Заостровская СОШ»' == '<NULL>'
'373693 - 373700, <Org> : полиции' == '<NULL>'
'373733 - 373765, <Org> : службы участковых уполномоченных' == '<NULL>'
'373766 - 373773, <Org> : полиции' == '<NULL>'
'373909 - 373956, <Org> : Отдел надзорной деятельности Приморского района' == '<NULL>'
'373981 - 373991, <Org> : МЧС России' == '<NULL>'
'373957 - 374016, <Org> : УНД Главного управления МЧС России по Архангельской области' == '<NULL>'
'373909 - 374016, <Org> : Отдел надзорной деятельности Приморского района УНД Главного управления МЧС России по Архангельской области' == '<NULL>'
'374342 - 374345, <Org> : ПФР' == '<NULL>'
'374318 - 374345, <Org> : территориальных органов ПФР' == '<NULL>'
'374530 - 374545, <Org> : Пенсионный фонд' == '<NULL>'
'375065 - 375086, <Org> : муниципального Совета' == '<NULL>'
'375141 - 375184, <Org> : Музее народных промыслов и ремёсел Приморья' == '<NULL>'
'375485 - 375488, <Org> : ПФР' == '<NULL>'
'375475 - 375513, <Org> : Отделение ПФР по Архангельской области' == '<NULL>'
'375815 - 375826, <Org> : ИФНС России' == '<NULL>'
'375803 - 375886, <Org> : Межрайонная ИФНС России № 9 по Архангельской области и Ненецкому автономному округу' == '<NULL>'
'375932 - 375942, <Org> : ФНС России' == '<NULL>'
'376016 - 376039, <Org> : Координационного Совета' == '<NULL>'
'376082 - 376167, <Org> : Координационного Совета представительных органов местного самоуправления МО поселений' == '<NULL>'
'376172 - 376226, <Org> : Собрании депутатов МО «Приморский муниципальный район»' == '<NULL>'
'376268 - 376306, <Org> : налоговых органов Российской Федерации' == '<NULL>'
'376328 - 376344, <Org> : налоговой службы' == '<NULL>'
'376475 - 376518, <Org> : музее народных промыслов и ремёсел Приморья' == '<NULL>'
'376928 - 376959, <Org> : сельская библиотека д. Рикасиха' == '<NULL>'
'377521 - 377568, <Org> : Отдел надзорной деятельности Приморского района' == '<NULL>'
'377589 - 377599, <Org> : МЧС России' == '<NULL>'
'377569 - 377624, <Org> : Главного управления МЧС России по Архангельской области' == '<NULL>'
'377521 - 377624, <Org> : Отдел надзорной деятельности Приморского района Главного управления МЧС России по Архангельской области' == '<NULL>'
'378062 - 378065, <Org> : ООН' == '<NULL>'
'378040 - 378065, <Org> : Генеральная Ассамблея ООН' == '<NULL>'
'378211 - 378214, <Org> : ООН' == '<NULL>'
'378399 - 378424, <Org> : Детский сад с. Заостровье' == '<NULL>'
'378398 - 378425, <Org> : «Детский сад с. Заостровье»' == '<NULL>'
'378426 - 378449, <Org> : МБОУ «Заостровская СОШ»' == '<NULL>'
'378398 - 378449, <Org> : «Детский сад с. Заостровье» МБОУ «Заостровская СОШ»' == '<NULL>'
'379028 - 379035, <Org> : полиции' == '<NULL>'
'379068 - 379100, <Org> : службы участковых уполномоченных' == '<NULL>'
'379101 - 379108, <Org> : полиции' == '<NULL>'
'379244 - 379291, <Org> : Отдел надзорной деятельности Приморского района' == '<NULL>'
'379316 - 379326, <Org> : МЧС России' == '<NULL>'
'379292 - 379351, <Org> : УНД Главного управления МЧС России по Архангельской области' == '<NULL>'
'379244 - 379351, <Org> : Отдел надзорной деятельности Приморского района УНД Главного управления МЧС России по Архангельской области' == '<NULL>'
'379677 - 379680, <Org> : ПФР' == '<NULL>'
'379653 - 379680, <Org> : территориальных органов ПФР' == '<NULL>'
'379865 - 379880, <Org> : Пенсионный фонд' == '<NULL>'
'380400 - 380421, <Org> : муниципального Совета' == '<NULL>'
'380476 - 380519, <Org> : Музее народных промыслов и ремёсел Приморья' == '<NULL>'
'380955 - 380962, <Org> : Госдумы' == '<NULL>'
'381048 - 381070, <Org> : Западный военный округ' == '<NULL>'
'381096 - 381103, <Org> : авиации' == '<NULL>'
'381138 - 381145, <Org> : Госдума' == '<NULL>'
'381387 - 381394, <Org> : Госдумы' == '<NULL>'
'381409 - 381416, <Org> : Госдума' == '<NULL>'
'381496 - 381503, <Org> : Госдума' == '<NULL>'
'381572 - 381579, <Org> : Госдума' == '<NULL>'
'381666 - 381673, <Org> : Госдума' == '<NULL>'
'381822 - 381829, <Org> : Госдуме' == '<NULL>'
'382012 - 382019, <Org> : Госдумы' == '<NULL>'
'382877 - 382884, <Org> : Госдума' == '<NULL>'
'383689 - 383696, <Org> : Госдума' == '<NULL>'
'383779 - 383786, <Org> : Госдума' == '<NULL>'
'383921 - 383923, <Org> : СР' == '<NULL>'
'383920 - 383924, <Org> : «СР»' == '<NULL>'
'383938 - 383945, <Org> : Госдума' == '<NULL>'
'384409 - 384416, <Org> : Госдума' == '<NULL>'
'384535 - 384542, <Org> : Госдумы' == '<NULL>'
'385021 - 385028, <Org> : Госдума' == '<NULL>'
'385061 - 385069, <Org> : Регионам' == '<NULL>'
'385345 - 385352, <Org> : Госдума' == '<NULL>'
'385517 - 385524, <Org> : Госдумы' == '<NULL>'
'385508 - 385535, <Org> : комитета Госдумы по бюджету' == '<NULL>'
'386709 - 386716, <Org> : Госдуме' == '<NULL>'
'386731 - 386738, <Org> : Госдума' == '<NULL>'
'387042 - 387053, <Org> : Минобрнауки' == '<NULL>'
'387149 - 387160, <Org> : Минобрнауки' == '<NULL>'
'387247 - 387254, <Org> : Госдума' == '<NULL>'
'387389 - 387396, <Org> : Госдуму' == '<NULL>'
'387411 - 387418, <Org> : Госдума' == '<NULL>'
'387503 - 387510, <Org> : Госдума' == '<NULL>'
'387876 - 387905, <Org> : Единая транспортная инспекция' == '<NULL>'
'388544 - 388547, <Org> : ПФР' == '<NULL>'
'388534 - 388572, <Org> : Отделение ПФР по Архангельской области' == '388551 - 388572, <Location> : Архангельской области'
'388874 - 388885, <Org> : ИФНС России' == '<NULL>'
'388862 - 388945, <Org> : Межрайонная ИФНС России № 9 по Архангельской области и Ненецкому автономному округу' == '<NULL>'
'388991 - 389001, <Org> : ФНС России' == '<NULL>'
'389075 - 389098, <Org> : Координационного Совета' == '<NULL>'
'389231 - 389285, <Org> : Собрании депутатов МО «Приморский муниципальный район»' == '<NULL>'
'389141 - 389285, <Org> : Координационного Совета представительных органов местного самоуправления МО поселений при Собрании депутатов МО «Приморский муниципальный район»' == '<NULL>'
'389327 - 389365, <Org> : налоговых органов Российской Федерации' == '<NULL>'
'389387 - 389403, <Org> : налоговой службы' == '<NULL>'
'389534 - 389577, <Org> : музее народных промыслов и ремёсел Приморья' == '<NULL>'
'389987 - 390018, <Org> : сельская библиотека д. Рикасиха' == '<NULL>'
'390580 - 390627, <Org> : Отдел надзорной деятельности Приморского района' == '<NULL>'
'390648 - 390658, <Org> : МЧС России' == '<NULL>'
'390628 - 390683, <Org> : Главного управления МЧС России по Архангельской области' == '<NULL>'
'390580 - 390683, <Org> : Отдел надзорной деятельности Приморского района Главного управления МЧС России по Архангельской области' == '<NULL>'
'391121 - 391124, <Org> : ООН' == '<NULL>'
'391099 - 391124, <Org> : Генеральная Ассамблея ООН' == '<NULL>'
'391270 - 391273, <Org> : ООН' == '<NULL>'
'391458 - 391483, <Org> : Детский сад с. Заостровье' == '<NULL>'
'391457 - 391484, <Org> : «Детский сад с. Заостровье»' == '<NULL>'
'391485 - 391508, <Org> : МБОУ «Заостровская СОШ»' == '<NULL>'
'391457 - 391508, <Org> : «Детский сад с. Заостровье» МБОУ «Заостровская СОШ»' == '<NULL>'
'392087 - 392094, <Org> : полиции' == '<NULL>'
'392127 - 392159, <Org> : службы участковых уполномоченных' == '<NULL>'
'392160 - 392167, <Org> : полиции' == '<NULL>'
'392303 - 392350, <Org> : Отдел надзорной деятельности Приморского района' == '<NULL>'
'392375 - 392385, <Org> : МЧС России' == '<NULL>'
'392351 - 392410, <Org> : УНД Главного управления МЧС России по Архангельской области' == '<NULL>'
'392303 - 392410, <Org> : Отдел надзорной деятельности Приморского района УНД Главного управления МЧС России по Архангельской области' == '<NULL>'
'394912 - 394934, <Org> : Западный военный округ' == '<NULL>'
'394960 - 394967, <Org> : авиации' == '<NULL>'
'395002 - 395009, <Org> : Госдума' == '<NULL>'
'395251 - 395258, <Org> : Госдумы' == '<NULL>'
'395273 - 395280, <Org> : Госдума' == '<NULL>'
'395360 - 395367, <Org> : Госдума' == '<NULL>'
'395436 - 395443, <Org> : Госдума' == '<NULL>'
'395530 - 395537, <Org> : Госдума' == '<NULL>'
'395599 - 395606, <Org> : Госдуме' == '<NULL>'
'395709 - 395716, <Org> : Госдумы' == '<NULL>'
'395980 - 395987, <Org> : Госдума' == '<NULL>'
'396146 - 396153, <Org> : Госдума' == '<NULL>'
'396236 - 396243, <Org> : Госдума' == '<NULL>'
'396378 - 396380, <Org> : СР' == '<NULL>'
'396377 - 396381, <Org> : «СР»' == '<NULL>'
'396395 - 396402, <Org> : Госдума' == '<NULL>'
'396596 - 396603, <Org> : Госдума' == '<NULL>'
'396644 - 396651, <Org> : Госдумы' == '<NULL>'
'396967 - 396974, <Org> : Госдума' == '<NULL>'
'397086 - 397093, <Org> : Госдума' == '<NULL>'
'397258 - 397265, <Org> : Госдумы' == '<NULL>'
'397249 - 397276, <Org> : комитета Госдумы по бюджету' == '<NULL>'
'397839 - 397846, <Org> : Госдуме' == '<NULL>'
'397861 - 397868, <Org> : Госдума' == '<NULL>'
'398136 - 398147, <Org> : Минобрнауки' == '<NULL>'
'398234 - 398241, <Org> : Госдума' == '<NULL>'
'398376 - 398383, <Org> : Госдуму' == '<NULL>'
'398398 - 398405, <Org> : Госдума' == '<NULL>'
'398490 - 398497, <Org> : Госдума' == '<NULL>'
'398849 - 398856, <Org> : Госдумы' == '<NULL>'
'399201 - 399208, <Org> : Госдума' == '<NULL>'
'399716 - 399723, <Org> : Госдуме' == '<NULL>'
'400231 - 400236, <Org> : ФоРГО' == '<NULL>'
'400313 - 400320, <Org> : Госдумы' == '<NULL>'
'400543 - 400574, <Org> : центра гастрольной деятельности' == '<NULL>'
'401026 - 401035, <Org> : Пентагона' == '<NULL>'
'401138 - 401147, <Org> : Пентагона' == '<NULL>'
'403250 - 403270, <Org> : перинатальном центре' == '<NULL>'
'403274 - 403300, <Org> : областной детской больнице' == '<NULL>'
'403306 - 403316, <Org> : Липецк-Мед' == '403306 - 403312, <Location> : Липецк'
'403305 - 403317, <Org> : «Липецк-Мед»' == '403306 - 403312, <Location> : Липецк'
'405977 - 406003, <Org> : областной детской больнице' == '<NULL>'
'407760 - 407786, <Org> : детской областной больницы' == '<NULL>'
'410064 - 410107, <Org> : музее народных промыслов и ремёсел Приморья' == '<NULL>'
'411800 - 411803, <Org> : ООН' == '<NULL>'
'412690 - 412697, <Org> : полиции' == '<NULL>'
'412905 - 412915, <Org> : МЧС России' == '412909 - 412915, <Location> : России'
'413266 - 413269, <Org> : ПФР' == '<NULL>'
'413242 - 413269, <Org> : территориальных органов ПФР' == '<NULL>'
'413454 - 413469, <Org> : Пенсионный фонд' == '<NULL>'
'413989 - 414010, <Org> : муниципального Совета' == '<NULL>'
'414065 - 414108, <Org> : Музее народных промыслов и ремёсел Приморья' == '<NULL>'
'414486 - 414506, <Org> : администрации города' == '<NULL>'
'414763 - 414781, <Org> : Томскстройзаказчик' == '<NULL>'
'414762 - 414782, <Org> : «Томскстройзаказчик»' == '<NULL>'
'414986 - 415006, <Org> : администрация города' == '<NULL>'
'415213 - 415231, <Org> : Томскстройзаказчик' == '<NULL>'
'415212 - 415232, <Org> : «Томскстройзаказчик»' == '<NULL>'
'415208 - 415232, <Org> : УМП «Томскстройзаказчик»' == '<NULL>'
'415468 - 415493, <Org> : муниципальное предприятие' == '<NULL>'
'415600 - 415620, <Org> : администрация города' == '<NULL>'
'415761 - 415781, <Org> : администрации города' == '<NULL>'
'415752 - 415781, <Org> : комиссия администрации города' == '<NULL>'
'416038 - 416056, <Org> : Томскстройзаказчик' == '<NULL>'
'416037 - 416057, <Org> : «Томскстройзаказчик»' == '<NULL>'
'416033 - 416057, <Org> : УМП «Томскстройзаказчик»' == '<NULL>'
'416190 - 416209, <Org> : приемочной комиссии' == '<NULL>'
'416262 - 416282, <Org> : администрация города' == '<NULL>'
'416491 - 416509, <Org> : Томскстройзаказчик' == '<NULL>'
'416490 - 416510, <Org> : «Томскстройзаказчик»' == '<NULL>'
'416486 - 416510, <Org> : УМП «Томскстройзаказчик»' == '<NULL>'
