
#####################################################################################################
###################################MATCHES###########################################################
#####################################################################################################
28 - 77, <Org>
'121685 - 121692, <Person> : Citrone' == '<NULL>'
'121903 - 121910, <Person> : Citrone' == '<NULL>'
'122016 - 122023, <Person> : Citrone' == '<NULL>'
'123237 - 123247, <Person> : Al Kavelin' == '123237 - 123247, <Org> : Al Kavelin'
'126116 - 126122, <Person> : Carter' == '<NULL>'
'126883 - 126888, <Person> : LeRoi' == '<NULL>'
'127203 - 127219, <Person> : October 5th 2001' == '<NULL>'
'134811 - 134817, <Person> : Ruhlen' == '<NULL>'
'134872 - 134876, <Person> : Wise' == '<NULL>'
'136852 - 136859, <Person> : Gaudion' == '<NULL>'
'142642 - 142648, <Person> : Tarzan' == '<NULL>'
'146834 - 146840, <Person> : Watson' == '146821 - 146840, <Location> : October 2007 Watson'
'156782 - 156790, <Person> : Anderson' == '156782 - 156790, <Location> : Anderson'
'157991 - 157995, <Person> : DaHv' == '<NULL>'
'159001 - 159007, <Person> : Prodan' == '<NULL>'
'159107 - 159113, <Person> : Prodan' == '<NULL>'
'159213 - 159219, <Person> : Prodan' == '<NULL>'
'163636 - 163641, <Person> : Snoke' == '<NULL>'
'164778 - 164783, <Person> : Snoke' == '<NULL>'
'165070 - 165074, <Person> : Behe' == '<NULL>'
'165302 - 165306, <Person> : Behe' == '<NULL>'
'165311 - 165316, <Person> : Snoke' == '<NULL>'
'165540 - 165550, <Person> : Kitzmiller' == '<NULL>'
'165645 - 165649, <Person> : Behe' == '165645 - 165649, <Org> : Behe'
'167345 - 167353, <Person> : Magedson' == '<NULL>'
'167491 - 167498, <Person> : Stanley' == '167491 - 167498, <Location> : Stanley'
'168017 - 168026, <Person> : Langejans' == '<NULL>'
'168176 - 168185, <Person> : Langejans' == '<NULL>'
'168312 - 168321, <Person> : Langejans' == '<NULL>'
'168622 - 168631, <Person> : Langejans' == '<NULL>'
'168934 - 168949, <Person> : Muriel Anderson' == '168907 - 168949, <Org> : Hall of Fame Finger-picker Muriel Anderson'
'168953 - 168962, <Person> : Langejans' == '<NULL>'
'169118 - 169127, <Person> : Langejans' == '<NULL>'
'169662 - 169681, <Person> : I Dewa Gede Budjana' == '<NULL>'
'169854 - 169861, <Person> : Budjana' == '<NULL>'
'170243 - 170250, <Person> : Tohpati' == '170243 - 170250, <Org> : Tohpati'
'170253 - 170258, <Person> : Ridho' == '<NULL>'
'170367 - 170374, <Person> : Budjana' == '<NULL>'
'170511 - 170518, <Person> : Budjana' == '<NULL>'
'170794 - 170801, <Person> : Budjana' == '<NULL>'
'171146 - 171153, <Person> : Budjana' == '<NULL>'
'171213 - 171220, <Person> : Budjana' == '<NULL>'
'171970 - 171977, <Person> : Budjana' == '<NULL>'
'172287 - 172294, <Person> : Budjana' == '<NULL>'
'172430 - 172437, <Person> : Budjana' == '<NULL>'
'172519 - 172526, <Person> : Budjana' == '<NULL>'
'172576 - 172583, <Person> : Budjana' == '<NULL>'
'173195 - 173207, <Person> : Dewa Budjana' == '<NULL>'
'173380 - 173387, <Person> : Budjana' == '<NULL>'
'174927 - 174933, <Person> : Silang' == '<NULL>'
'175212 - 175218, <Person> : Silang' == '<NULL>'
'175230 - 175236, <Person> : Silang' == '175230 - 175245, <Org> : Silang 's group'
'179519 - 179539, <Person> : Shree Saptakoteshwar' == '<NULL>'
'179795 - 179808, <Person> : Madhav Mantri' == '179795 - 179822, <Org> : Madhav Mantri of Vijaynagar'
'179917 - 179931, <Person> : Saptakoteshwar' == '<NULL>'
'185481 - 185492, <Person> : Mendelssohn' == '185481 - 185492, <Location> : Mendelssohn'
'185751 - 185758, <Person> : Mozarts' == '<NULL>'
'187123 - 187131, <Person> : Bourbons' == '187119 - 187131, <Org> : the Bourbons'
'188490 - 188496, <Person> : Bobick' == '<NULL>'
'188994 - 189000, <Person> : Bobick' == '<NULL>'
'189145 - 189151, <Person> : Bobick' == '<NULL>'
'189291 - 189297, <Person> : Bobick' == '<NULL>'
'189343 - 189349, <Person> : Bobick' == '<NULL>'
'189399 - 189405, <Person> : Bobick' == '<NULL>'
'189502 - 189508, <Person> : Bobick' == '<NULL>'
'189575 - 189581, <Person> : Bobick' == '<NULL>'
'189632 - 189637, <Person> : Burns' == '189632 - 189637, <Location> : Burns'
'189697 - 189703, <Person> : Bobick' == '<NULL>'
'189813 - 189819, <Person> : Bobick' == '<NULL>'
'190061 - 190067, <Person> : Bobick' == '<NULL>'
'190305 - 190311, <Person> : Bobick' == '<NULL>'
'190315 - 190321, <Person> : Bobick' == '<NULL>'
'190758 - 190764, <Person> : Bobick' == '<NULL>'
'190992 - 190998, <Person> : Norton' == '190992 - 190998, <Location> : Norton'
'191062 - 191068, <Person> : Bobick' == '<NULL>'
'191106 - 191112, <Person> : Bobick' == '<NULL>'
'191218 - 191224, <Person> : Bobick' == '<NULL>'
'191257 - 191263, <Person> : Norton' == '191253 - 191263, <Location> : the Norton'
'191327 - 191333, <Person> : Bobick' == '<NULL>'
'192055 - 192061, <Person> : Bobick' == '<NULL>'
'192392 - 192398, <Person> : Bobick' == '<NULL>'
'195194 - 195196, <Person> : VI' == '<NULL>'
'195792 - 195798, <Person> : Hitzig' == '<NULL>'
'195897 - 195903, <Person> : Hitzig' == '<NULL>'
'196323 - 196329, <Person> : Hitzig' == '<NULL>'
'196695 - 196701, <Person> : Hitzig' == '<NULL>'
'196970 - 196976, <Person> : Hitzig' == '<NULL>'
'197191 - 197197, <Person> : Hitzig' == '<NULL>'
'197330 - 197336, <Person> : Hitzig' == '<NULL>'
'197492 - 197498, <Person> : Hitzig' == '<NULL>'
'198265 - 198273, <Person> : LУЁszlУГ' == '<NULL>'
'198343 - 198351, <Person> : LУЁszlУГ' == '<NULL>'
'198383 - 198390, <Person> : AndrУЁs' == '<NULL>'
'198627 - 198634, <Person> : AndrУЁs' == '<NULL>'
'198654 - 198662, <Person> : LУЁszlУГ' == '<NULL>'
'198714 - 198721, <Person> : AndrУЁs' == '<NULL>'
'199182 - 199190, <Person> : LУЁszlУГ' == '<NULL>'
'199615 - 199623, <Person> : LУЁszlУГ' == '<NULL>'
'202129 - 202134, <Person> : Touma' == '<NULL>'
'203343 - 203351, <Person> : Thomas A' == '<NULL>'
'206750 - 206756, <Person> : AHRISA' == '206750 - 206756, <Org> : AHRISA'
'763 - 768, <Org> : 139th' == '<NULL>'
'1078 - 1107, <Org> : De Trobriand 's 55th New York' == '1081 - 1107, <Location> : Trobriand 's 55th New York'
'1110 - 1126, <Org> : Gardes Lafayette' == '1110 - 1126, <Location> : Gardes Lafayette'
'1267 - 1273, <Org> : 62d NY' == '<NULL>'
'1286 - 1294, <Org> : 98th PVI' == '<NULL>'
'1303 - 1311, <Org> : 102d PVI' == '<NULL>'
'1372 - 1376, <Org> : Army' == '<NULL>'
'1440 - 1445, <Org> : 139th' == '<NULL>'
'1822 - 1827, <Org> : 139th' == '<NULL>'
'2238 - 2243, <Org> : 139th' == '<NULL>'
'2698 - 2703, <Org> : 139th' == '<NULL>'
'2928 - 2939, <Org> : Confederate' == '<NULL>'
'10379 - 10386, <Org> : Falcons' == '10375 - 10386, <Product> : the Falcons'
'10390 - 10403, <Org> : Bowling Green' == '10390 - 10403, <Location> : Bowling Green'
'10464 - 10472, <Org> : MAC East' == '10460 - 10472, <Location> : the MAC East'
'10523 - 10528, <Org> : Tulsa' == '10523 - 10528, <Location> : Tulsa'
'10537 - 10550, <Org> : Bowling Green' == '10537 - 10550, <Location> : Bowling Green'
'10646 - 10653, <Org> : Falcons' == '<NULL>'
'11511 - 11524, <Org> : Bowling Green' == '11511 - 11524, <Location> : Bowling Green'
'11617 - 11620, <Org> : MAC' == '<NULL>'
'11626 - 11644, <Org> : 30 Seconds to Mars' == '11640 - 11644, <Location> : Mars'
'11650 - 11672, <Org> : Thirty Seconds to Mars' == '11668 - 11672, <Location> : Mars'
'11849 - 11867, <Org> : 30 Seconds to Mars' == '11863 - 11867, <Location> : Mars'
'12301 - 12315, <Org> : Virgin Records' == '12301 - 12315, <Location> : Virgin Records'
'12336 - 12354, <Org> : 30 Seconds to Mars' == '12350 - 12354, <Location> : Mars'
'12809 - 12813, <Org> : Orgy' == '<NULL>'
'12816 - 12831, <Org> : Velvet Revolver' == '12816 - 12831, <Person> : Velvet Revolver'
'12838 - 12849, <Org> : Linkin Park' == '12838 - 12849, <Person> : Linkin Park'
'13116 - 13126, <Org> : BjУЖrkband' == '<NULL>'
'13266 - 13284, <Org> : 30 Seconds to Mars' == '13280 - 13284, <Location> : Mars'
'13683 - 13687, <Org> : RIAA' == '<NULL>'
'13870 - 13885, <Org> : Head Automatica' == '13870 - 13885, <Person> : Head Automatica'
'13888 - 13915, <Org> : The Receiving End of Sirens' == '13909 - 13915, <Location> : Sirens'
'14812 - 14820, <Org> : The Used' == '<NULL>'
'14920 - 14931, <Org> : Linkin Park' == '14920 - 14931, <Person> : Linkin Park'
'15211 - 15218, <Org> : MySpace' == '<NULL>'
'15601 - 15610, <Org> : Kerrang !' == '<NULL>'
'15626 - 15644, <Org> : 30 Seconds to Mars' == '15640 - 15644, <Location> : Mars'
'15690 - 15699, <Org> : Kerrang !' == '<NULL>'
'15890 - 15901, <Org> : Madina Lake' == '15890 - 15901, <Person> : Madina Lake'
'16066 - 16084, <Org> : 30 Seconds to Mars' == '16080 - 16084, <Location> : Mars'
'16089 - 16093, <Org> : Fuse' == '<NULL>'
'16133 - 16137, <Org> : Korn' == '16133 - 16137, <Person> : Korn'
'16248 - 16259, <Org> : Linkin Park' == '16248 - 16259, <Person> : Linkin Park'
'16264 - 16281, <Org> : Avenged Sevenfold' == '<NULL>'
'16796 - 16803, <Org> : Echelon' == '<NULL>'
'16844 - 16862, <Org> : 30 Seconds to Mars' == '16858 - 16862, <Location> : Mars'
'17777 - 17795, <Org> : 30 Seconds to Mars' == '17791 - 17795, <Location> : Mars'
'19735 - 19738, <Org> : FOX' == '<NULL>'
'20117 - 20122, <Org> : NAACP' == '<NULL>'
'20211 - 20220, <Org> : 65th wing' == '<NULL>'
'20597 - 20601, <Org> : 65th' == '<NULL>'
'20720 - 20726, <Org> : Allied' == '<NULL>'
'20768 - 20774, <Org> : Allied' == '<NULL>'
'20865 - 20871, <Org> : Allied' == '<NULL>'
'21525 - 21529, <Org> : 65th' == '<NULL>'
'21790 - 21806, <Org> : U.S. Sixth Fleet' == '<NULL>'
'21829 - 21833, <Org> : 65th' == '<NULL>'
'23271 - 23285, <Org> : Hamilton Field' == '23271 - 23285, <Person> : Hamilton Field'
'25354 - 25367, <Org> : Fairfax Media' == '25354 - 25367, <Person> : Fairfax Media'
'25763 - 25775, <Org> : Nicholson 's' == '25763 - 25775, <Person> : Nicholson 's'
'26046 - 26049, <Org> : VBN' == '<NULL>'
'26065 - 26068, <Org> : 6PR' == '<NULL>'
'26888 - 26891, <Org> : TAB' == '<NULL>'
'27707 - 27710, <Org> : TAB' == '<NULL>'
'27861 - 27873, <Org> : Racing Radio' == '<NULL>'
'28153 - 28180, <Org> : Southern Cross Broadcasting' == '28153 - 28180, <Person> : Southern Cross Broadcasting'
'28799 - 28802, <Org> : AFL' == '<NULL>'
'29053 - 29070, <Org> : West Coast Eagles' == '29049 - 29070, <Location> : the West Coast Eagles'
'29075 - 29092, <Org> : Fremantle Dockers' == '29075 - 29092, <Person> : Fremantle Dockers'
'29342 - 29348, <Org> : FIVEaa' == '<NULL>'
'29441 - 29444, <Org> : 6PR' == '<NULL>'
'30051 - 30059, <Org> : A-League' == '<NULL>'
'30142 - 30153, <Org> : Perth Glory' == '30142 - 30153, <Person> : Perth Glory'
'30182 - 30190, <Org> : A-League' == '<NULL>'
'30211 - 30229, <Org> : 2007/2008 A-League' == '<NULL>'
'30384 - 30391, <Org> : 882 6PR' == '<NULL>'
'30633 - 30638, <Org> : Force' == '30633 - 30646, <Person> : Force Players'
'30755 - 30764, <Org> : 883JIA FM' == '30755 - 30764, <Person> : 883JIA FM'
'30955 - 30964, <Org> : Power98FM' == '<NULL>'
'31140 - 31149, <Org> : 883Jia FM' == '31140 - 31166, <Person> : 883Jia FM Official Website'
'32640 - 32648, <Org> : Lausanne' == '32640 - 32648, <Location> : Lausanne'
'32827 - 32836, <Org> : Under-19s' == '32817 - 32841, <Location> : the Swiss Under-19s side'
'32845 - 32854, <Org> : Aero Gare' == '32845 - 32854, <Location> : Aero Gare'
'33015 - 33030, <Org> : Aero Composites' == '33015 - 33030, <Person> : Aero Composites'
'34147 - 34189, <Org> : Towarzystwo Pomocy Naukowej dla dziewczФt' == '34159 - 34174, <Person> : Pomocy Naukowej'
'37293 - 37304, <Org> : Formula One' == '<NULL>'
'37380 - 37394, <Org> : Motori Moderni' == '<NULL>'
'38389 - 38403, <Org> : Liberal-Labour' == '<NULL>'
'38570 - 38577, <Org> : Liberal' == '<NULL>'
'40391 - 40409, <Org> : Paxton Water Tower' == '40391 - 40409, <Person> : Paxton Water Tower'
'40414 - 40424, <Org> : Pump House' == '40414 - 40424, <Person> : Pump House'
'41076 - 41080, <Org> : AHAC' == '41055 - 41080, <Person> : the champions of the AHAC'
'41089 - 41093, <Org> : AHAC' == '<NULL>'
'41612 - 41616, <Org> : AHAC' == '<NULL>'
'42697 - 42701, <Org> : AHAC' == '<NULL>'
'42941 - 42944, <Org> : NHL' == '42937 - 42944, <Location> : the NHL'
'43032 - 43036, <Org> : AHAC' == '<NULL>'
'43214 - 43231, <Org> : Montreal Crystals' == '43210 - 43231, <Location> : the Montreal Crystals'
'43294 - 43298, <Org> : AHAC' == '43269 - 43298, <Person> : the champions before the AHAC'
'43366 - 43384, <Org> : Montreal Victorias' == '43362 - 43384, <Location> : the Montreal Victorias'
'43419 - 43428, <Org> : Victorias' == '43415 - 43428, <Location> : The Victorias'
'43496 - 43504, <Org> : Crystals' == '<NULL>'
'43567 - 43571, <Org> : Vics' == '<NULL>'
'43735 - 43739, <Org> : Vics' == '<NULL>'
'43771 - 43782, <Org> : Montreal HC' == '43771 - 43782, <Location> : Montreal HC'
'43965 - 43976, <Org> : Montreal HC' == '43961 - 43976, <Location> : the Montreal HC'
'44068 - 44072, <Org> : AHAC' == '<NULL>'
'44161 - 44165, <Org> : AHAC' == '<NULL>'
'44927 - 44931, <Org> : MAAA' == '<NULL>'
'45138 - 45142, <Org> : MAAA' == '<NULL>'
'45284 - 45288, <Org> : MAAA' == '<NULL>'
'45558 - 45562, <Org> : MAAA' == '<NULL>'
'45716 - 45720, <Org> : MAAA' == '<NULL>'
'46162 - 46179, <Org> : Montreal Crystals' == '46162 - 46179, <Person> : Montreal Crystals'
'47094 - 47100, <Org> : Island' == '47094 - 47100, <Location> : Island'
'47227 - 47239, <Org> : Black Pepper' == '47227 - 47239, <Person> : Black Pepper'
'47303 - 47318, <Org> : Salt Publishing' == '47303 - 47318, <Location> : Salt Publishing'
'47382 - 47411, <Org> : The Times Literary Supplement' == '<NULL>'
'47414 - 47420, <Org> : Poetry' == '<NULL>'
'47435 - 47448, <Org> : Poetry London' == '47435 - 47448, <Location> : Poetry London'
'47451 - 47465, <Org> : The Australian' == '47451 - 47465, <Location> : The Australian'
'47468 - 47477, <Org> : Antipodes' == '47468 - 47477, <Location> : Antipodes'
'53900 - 53904, <Org> : 1235' == '<NULL>'
'53911 - 53918, <Org> : Mansion' == '<NULL>'
'53923 - 53932, <Org> : Les Bains' == '53923 - 53932, <Person> : Les Bains'
'53941 - 53946, <Org> : Chaos' == '53941 - 53946, <Person> : Chaos'
'53975 - 53981, <Org> : Liquid' == '53975 - 53981, <Person> : Liquid'
'53988 - 53993, <Org> : Suite' == '<NULL>'
'54018 - 54024, <Org> : Crobar' == '<NULL>'
'54029 - 54036, <Org> : Penrods' == '<NULL>'
'54043 - 54054, <Org> : Nikki Beach' == '54043 - 54054, <Person> : Nikki Beach'
'54057 - 54062, <Org> : Pearl' == '54057 - 54062, <Person> : Pearl'
'54223 - 54227, <Org> : AT&T' == '<NULL>'
'54230 - 54238, <Org> : Wachovia' == '54230 - 54238, <Location> : Wachovia'
'54617 - 54620, <Org> : KGB' == '<NULL>'
'54623 - 54636, <Org> : Shadow Lounge' == '54623 - 54636, <Person> : Shadow Lounge'
'54639 - 54645, <Org> : Liquid' == '<NULL>'
'54648 - 54656, <Org> : Bar Room' == '54648 - 54656, <Location> : Bar Room'
'54659 - 54664, <Org> : Lua's' == '54659 - 54664, <Person> : Lua's'
'55266 - 55277, <Org> : Nikki Beach' == '<NULL>'
'55280 - 55285, <Org> : Pearl' == '<NULL>'
'55288 - 55296, <Org> : Hardrock' == '<NULL>'
'55299 - 55311, <Org> : Ivy Aventura' == '<NULL>'
'55314 - 55321, <Org> : Mansion' == '<NULL>'
'55324 - 55336, <Org> : Opium-Prive'' == '<NULL>'
'55339 - 55345, <Org> : Crobar' == '<NULL>'
'55348 - 55362, <Org> : Suite & Snatch' == '<NULL>'
'55365 - 55370, <Org> : Amika' == '<NULL>'
'55373 - 55377, <Org> : Mynt' == '<NULL>'
'55380 - 55389, <Org> : Pawn Shop' == '<NULL>'
'55392 - 55401, <Org> : The Forge' == '<NULL>'
'55404 - 55412, <Org> : Club BED' == '<NULL>'
'55916 - 55919, <Org> : NOK' == '<NULL>'
'57151 - 57156, <Org> : FOX 7' == '<NULL>'
'57159 - 57168, <Org> : Telemundo' == '57159 - 57168, <Location> : Telemundo'
'57171 - 57180, <Org> : Univision' == '<NULL>'
'57190 - 57192, <Org> : A3' == '<NULL>'
'57201 - 57212, <Org> : Wild on E !' == '<NULL>'
'59339 - 59349, <Org> : Republican' == '59337 - 59349, <Person> : a Republican'
'61981 - 61987, <Org> : Allies' == '61977 - 61987, <Person> : the Allies'
'62693 - 62724, <Org> : British Commonwealth of Nations' == '62689 - 62724, <Location> : the British Commonwealth of Nations'
'63973 - 63978, <Org> : ETHEL' == '63973 - 63978, <Person> : ETHEL'
'64025 - 64064, <Org> : Organismos Astikon Syngoinonion Athinon' == '<NULL>'
'64067 - 64102, <Org> : Athens Urban Transport Organisation' == '<NULL>'
'64219 - 64231, <Org> : Attiko Metro' == '64219 - 64231, <Person> : Attiko Metro'
'64346 - 64362, <Org> : Proastiakos S.A.' == '64358 - 64362, <Person> : S.A.'
'66783 - 66793, <Org> : One Nation' == '<NULL>'
'66887 - 66897, <Org> : One Nation' == '66891 - 66897, <Location> : Nation'
'66902 - 66917, <Org> : Australia First' == '66902 - 66917, <Location> : Australia First'
'66947 - 66962, <Org> : Australia First' == '66947 - 66956, <Location> : Australia'
'67080 - 67090, <Org> : One Nation' == '67084 - 67093, <Person> : Nation 's'
'67182 - 67186, <Org> : ALOR' == '<NULL>'
'67396 - 67435, <Org> : Australians Against Further Immigration' == '67378 - 67407, <Person> : The Co-founder of Australians'
'67451 - 67461, <Org> : One Nation' == '67455 - 67495, <Person> : Nation 's Victorian leader Robyn Spencer'
'67643 - 67647, <Org> : ALOR' == '<NULL>'
'67682 - 67697, <Org> : National Action' == '<NULL>'
'68221 - 68226, <Org> : Labor' == '<NULL>'
'68545 - 68563, <Org> : John Birch Society' == '68541 - 68563, <Person> : the John Birch Society'
'70938 - 70970, <Org> : Badminton Canada 's Hall of Fame' == '70936 - 70957, <Location> : a Badminton Canada 's'
'71784 - 71787, <Org> : BWF' == '<NULL>'
'72281 - 72294, <Org> : Sitamma Konda' == '72281 - 72294, <Person> : Sitamma Konda'
'72299 - 72309, <Org> : Ramakuppam' == '<NULL>'
'76237 - 76260, <Org> : Voulet-Chanoine Mission' == '76226 - 76260, <Location> : The French Voulet-Chanoine Mission'
'78502 - 78519, <Org> : Army of the North' == '78510 - 78522, <Person> : the North 's'
'82285 - 82293, <Org> : Red Lion' == '82281 - 82288, <Location> : the Red'
'82487 - 82495, <Org> : BCSWomen' == '<NULL>'
'83026 - 83033, <Org> : Nyrstar' == '<NULL>'
'84573 - 84587, <Org> : Buffalo Bisons' == '84573 - 84587, <Location> : Buffalo Bisons'
'89991 - 90001, <Org> : Quiksilver' == '<NULL>'
'95234 - 95239, <Org> : Bilka' == '<NULL>'
'95404 - 95421, <Org> : Dansk Supermarked' == '95404 - 95421, <Person> : Dansk Supermarked'
'95434 - 95439, <Org> : Bilka' == '<NULL>'
'95682 - 95687, <Org> : Bilka' == '95682 - 95687, <Person> : Bilka'
'97141 - 97150, <Org> : Longhorns' == '<NULL>'
'97178 - 97198, <Org> : Southwest Conference' == '97178 - 97187, <Location> : Southwest'
'98259 - 98268, <Org> : Longhorns' == '<NULL>'
'98352 - 98377, <Org> : Austin American-Statesman' == '98348 - 98358, <Location> : the Austin'
'98546 - 98560, <Org> : Texas Longhorn' == '98546 - 98560, <Location> : Texas Longhorn'
'98766 - 98774, <Org> : Patriots' == '<NULL>'
'98920 - 98939, <Org> : St. Louis Cardinals' == '98916 - 98922, <Location> : the St'
'99075 - 99080, <Org> : Cards' == '<NULL>'
'99120 - 99124, <Org> : Jets' == '<NULL>'
'99673 - 99679, <Org> : Bruins' == '99646 - 99679, <Person> : the general manager of the Bruins'
'99894 - 99900, <Org> : Bruins' == '<NULL>'
'99977 - 99983, <Org> : Bruins' == '<NULL>'
'100339 - 100342, <Org> : NHL' == '<NULL>'
'100643 - 100653, <Org> : Ottawa 67s' == '100639 - 100649, <Location> : the Ottawa'
'101569 - 101585, <Org> : Boilerhouse Boys' == '101565 - 101585, <Person> : The Boilerhouse Boys'
'102118 - 102122, <Org> : BIRT' == '102118 - 102122, <Person> : BIRT'
'102586 - 102590, <Org> : BIRT' == '102586 - 102590, <Person> : BIRT'
'102757 - 102778, <Org> : Brampton City Council' == '102757 - 102778, <Location> : Brampton City Council'
'104406 - 104413, <Org> : Hinkley' == '104406 - 104413, <Person> : Hinkley'
'112713 - 112720, <Org> : Pirates' == '112709 - 112720, <Person> : the Pirates'
'116251 - 116256, <Org> : Caloi' == '<NULL>'
'116368 - 116373, <Org> : Caloi' == '116368 - 116373, <Person> : Caloi'
'116439 - 116444, <Org> : Caloi' == '116439 - 116444, <Person> : Caloi'
'116556 - 116561, <Org> : Caloi' == '<NULL>'
'116635 - 116640, <Org> : Caloi' == '<NULL>'
'116761 - 116776, <Org> : Casa Luiz Caloi' == '116761 - 116776, <Person> : Casa Luiz Caloi'
'117001 - 117006, <Org> : Caloi' == '117001 - 117006, <Person> : Caloi'
'117269 - 117274, <Org> : Caloi' == '<NULL>'
'117356 - 117359, <Org> : CBC' == '117335 - 117359, <Person> : the president of the CBC'
'117366 - 117397, <Org> : Brazilian Cycling Confederation' == '<NULL>'
'117443 - 117448, <Org> : Caloi' == '<NULL>'
'117639 - 117643, <Org> : Eels' == '<NULL>'
'117976 - 117995, <Org> : Canadian Geographic' == '117976 - 117995, <Person> : Canadian Geographic'
'118216 - 118226, <Org> : Deltasonic' == '118199 - 118226, <Person> : a solo artist to Deltasonic'
'118298 - 118308, <Org> : The Stands' == '118265 - 118308, <Location> : the frontman of now defunct band The Stands'
'118341 - 118351, <Org> : The Zutons' == '118326 - 118351, <Person> : the drummer of The Zutons'
'120272 - 120289, <Org> : Sunderland A.F.C.' == '120272 - 120289, <Person> : Sunderland A.F.C.'
'120881 - 120902, <Org> : World Series of Poker' == '120881 - 120902, <Event> : World Series of Poker'
'121669 - 121674, <Org> : Crown' == '<NULL>'
'123627 - 123632, <Org> : Decca' == '<NULL>'
'124009 - 124024, <Org> : Waldorf-Astoria' == '123997 - 124024, <Location> : New York 's Waldorf-Astoria'
'124038 - 124050, <Org> : Palmer House' == '124027 - 124050, <Location> : Chicago 's Palmer House'
'126266 - 126273, <Org> : Secrets' == '126266 - 126273, <Person> : Secrets'
'126523 - 126531, <Org> : Miller's' == '126523 - 126531, <Person> : Miller's'
'126628 - 126639, <Org> : Blue Indigo' == '126628 - 126639, <Person> : Blue Indigo'
'126767 - 126775, <Org> : Miller's' == '126767 - 126775, <Person> : Miller's'
'127366 - 127382, <Org> : Vertical Horizon' == '127366 - 127382, <Person> : Vertical Horizon'
'127416 - 127430, <Org> : Blues Traveler' == '<NULL>'
'127455 - 127484, <Org> : Bela Fleck and the Flecktones' == '127455 - 127465, <Person> : Bela Fleck'
'127490 - 127507, <Org> : Cary Towne Center' == '127490 - 127507, <Person> : Cary Towne Center'
'127603 - 127620, <Org> : Cary Village Mall' == '127603 - 127620, <Person> : Cary Village Mall'
'127641 - 127648, <Org> : Ivey 's' == '127641 - 127648, <Person> : Ivey 's'
'127653 - 127664, <Org> : Hudson Belk' == '127653 - 127664, <Location> : Hudson Belk'
'127753 - 127764, <Org> : Thalhimer's' == '<NULL>'
'127767 - 127776, <Org> : JC Penney' == '127767 - 127776, <Person> : JC Penney'
'127783 - 127788, <Org> : Sears' == '<NULL>'
'127807 - 127824, <Org> : Cary Towne Center' == '127807 - 127824, <Person> : Cary Towne Center'
'127828 - 127838, <Org> : Dillard 's' == '127828 - 127838, <Person> : Dillard 's'
'127887 - 127894, <Org> : Ivey 's' == '127887 - 127894, <Person> : Ivey 's'
'127939 - 127951, <Org> : Thalhimer 's' == '<NULL>'
'127959 - 127967, <Org> : Hecht 's' == '127959 - 127967, <Person> : Hecht 's'
'127991 - 127998, <Org> : Macy 's' == '127991 - 127998, <Person> : Macy 's'
'128050 - 128067, <Org> : Cary Towne Center' == '128050 - 128067, <Person> : Cary Towne Center'
'128122 - 128138, <Org> : Cary Town Center' == '128120 - 128140, <Person> : " Cary Town Center "'
'128146 - 128163, <Org> : Cary Towne Centre' == '128146 - 128163, <Person> : Cary Towne Centre'
'128213 - 128230, <Org> : Cary Village Mall' == '128213 - 128230, <Person> : Cary Village Mall'
'129281 - 129284, <Org> : MTV' == '<NULL>'
'129633 - 129646, <Org> : Eye On People' == '<NULL>'
'129692 - 129708, <Org> : Discovery People' == '129692 - 129708, <Product> : Discovery People'
'129886 - 129902, <Org> : Centennial Tower' == '129886 - 129902, <Location> : Centennial Tower'
'129907 - 129918, <Org> : PlazaCenter' == '<NULL>'
'130121 - 130137, <Org> : Centennial Tower' == '130121 - 130137, <Location> : Centennial Tower'
'130470 - 130496, <Org> : Cesaroni Design Associates' == '130479 - 130496, <Person> : Design Associates'
'130605 - 130620, <Org> : Cesaroni Design' == '130614 - 130620, <Person> : Design'
'130745 - 130760, <Org> : Cesaroni Design' == '130745 - 130760, <Person> : Cesaroni Design'
'130916 - 130931, <Org> : Cesaroni Design' == '130916 - 130931, <Person> : Cesaroni Design'
'131021 - 131036, <Org> : Cesaroni Design' == '131030 - 131039, <Person> : Design 's'
'131130 - 131143, <Org> : Herman Miller' == '131130 - 131143, <Person> : Herman Miller'
'131146 - 131159, <Org> : KaVo / Gendex' == '<NULL>'
'131172 - 131183, <Org> : LifeFitness' == '<NULL>'
'131756 - 131764, <Org> : Single A' == '<NULL>'
'131926 - 131951, <Org> : Class A California League' == '131922 - 131951, <Location> : the Class A California League'
'132060 - 132077, <Org> : Jacksonville Suns' == '132056 - 132077, <Location> : the Jacksonville Suns'
'132433 - 132443, <Org> : Devil Rays' == '132433 - 132466, <Person> : Devil Rays ' Manager Lou Piniella'
'132575 - 132584, <Org> : Devil Ray' == '132575 - 132584, <Person> : Devil Ray'
'132958 - 132975, <Org> : Toronto Blue Jays' == '132954 - 132975, <Location> : the Toronto Blue Jays'
'133266 - 133275, <Org> : Athletics' == '<NULL>'
'133481 - 133490, <Org> : Athletics' == '<NULL>'
'133537 - 133547, <Org> : River Cats' == '133533 - 133547, <Location> : the River Cats'
'133650 - 133658, <Org> : Athletic' == '<NULL>'
'136151 - 136155, <Org> : UNLP' == '<NULL>'
'136701 - 136717, <Org> : Australian rules' == '136698 - 136711, <Person> : an Australian'
'136745 - 136754, <Org> : Footscray' == '136745 - 136754, <Person> : Footscray'
'136759 - 136774, <Org> : North Melbourne' == '136759 - 136774, <Location> : North Melbourne'
